Year,Rank,SpacerGIR,Player, GreensRate ,GreensHit,GreensPossible
1992,40,-,Fuzzy Zoeller, 0.6890 ,769,"1,116"
1992,41,-,Payne Stewart, 0.6890 ,"1,017","1,476"
1992,42,-,Jeff Sluman, 0.6890 ,"1,376","1,998"
1992,43,-,Duffy Waldorf, 0.6870 ,"1,064","1,548"
1992,44,-,Howard Twitty, 0.6860 ,"1,044","1,521"
1992,45,-,Rick Fehr, 0.6860 ,"1,050","1,530"
1992,45,-,Blaine McCallister, 0.6860 ,"1,186","1,728"
1992,47,-,Kenny Perry, 0.6860 ,"1,019","1,485"
1992,48,-,Steve Lamontagne, 0.6860 ,"1,086","1,584"
1992,49,-,Raymond Floyd, 0.6850 ,740,"1,080"
1992,50,-,Patrick Burke, 0.6850 ,"1,099","1,605"
1992,51,-,Robert Gamez, 0.6840 ,973,"1,422"
1992,52,-,Wayne Levi, 0.6840 ,"1,022","1,494"
1992,53,-,David Edwards, 0.6840 ,"1,157","1,692"
1992,54,-,Nolan Henke, 0.6840 ,"1,058","1,548"
1992,54,-,Corey Pavin, 0.6840 ,"1,095","1,602"
1992,54,-,Peter Persons, 0.6840 ,"1,218","1,782"
1992,57,-,Mark Carnevale, 0.6830 ,"1,021","1,494"
1992,58,-,Davis Love III, 0.6830 ,"1,131","1,656"
1992,59,-,Chip Beck, 0.6830 ,"1,094","1,602"
1992,59,-,Mike Standly, 0.6830 ,"1,217","1,782"
1992,61,-,John Mahaffey, 0.6820 ,933,"1,368"
1992,62,-,Ed Humenik, 0.6820 ,"1,224","1,795"
1992,63,-,Mike Hulbert, 0.6820 ,"1,350","1,980"
1992,63,-,Mike Reid, 0.6820 ,945,"1,386"
1992,65,-,Craig Stadler, 0.6810 ,"1,005","1,476"
1992,66,-,Fulton Allem, 0.6810 ,"1,207","1,773"
1992,66,-,Ted Schulz, 0.6810 ,"1,299","1,908"
1992,68,-,Fred Funk, 0.6800 ,"1,335","1,962"
1992,69,-,Lee Janzen, 0.6800 ,"1,273","1,872"
1992,70,-,Roger Maltbie, 0.6800 ,783,"1,152"
1992,71,-,Gil Morgan, 0.6790 ,"1,063","1,566"
1992,71,-,Steve Pate, 0.6790 ,"1,283","1,890"
1992,73,-,John Huston, 0.6780 ,"1,275","1,882"
1992,74,-,Scott Simpson, 0.6770 ,890,"1,314"
1992,75,-,Scott Hoch, 0.6760 ,718,"1,062"
1992,76,-,Brad Bryant, 0.6760 ,"1,375","2,034"
1992,77,-,Dillard Pruitt, 0.6750 ,"1,106","1,638"
1992,78,-,Wayne Grady, 0.6750 ,850,"1,260"
1992,79,-,John Daly, 0.6750 ,947,"1,404"
1992,80,-,Lanny Wadkins, 0.6740 ,"1,056","1,566"
1992,81,-,Larry Mize, 0.6740 ,983,"1,458"
1992,82,-,Andrew Magee, 0.6740 ,"1,164","1,728"
1992,83,-,Tom Purtzer, 0.6730 ,987,"1,467"
1992,84,-,Mike Smith, 0.6720 ,"1,283","1,908"
1992,85,-,Mark Wiebe, 0.6710 ,"1,003","1,494"
1992,86,-,Kelly Gibson, 0.6710 ,"1,123","1,674"
1992,87,-,Larry Rinker, 0.6710 ,990,"1,476"
1992,88,-,Bart Bryant, 0.6700 ,724,"1,080"
1992,89,-,Mike Donald, 0.6700 ,"1,218","1,818"
1992,90,-,Bruce Zabriski, 0.6700 ,957,"1,429"
1992,91,-,Mark Calcavecchia, 0.6690 ,"1,144","1,711"
1992,92,-,Bruce Fleisher, 0.6680 ,"1,227","1,836"
1992,92,-,Jim Woodward, 0.6680 ,836,"1,251"
1992,94,-,Phil Blackmar, 0.6680 ,962,"1,440"
1992,95,-,Olin Browne, 0.6680 ,"1,082","1,620"
1992,96,-,Bob Friend, 0.6680 ,"1,166","1,746"
1992,97,-,Ian Baker-Finch, 0.6680 ,721,"1,080"
1992,98,-,Brad Fabel, 0.6660 ,"1,127","1,692"
1992,99,-,Mike Sullivan, 0.6650 ,958,"1,440"
1992,100,-,Tom Sieckmann, 0.6640 ,"1,112","1,674"
1992,101,-,Bill Britton, 0.6640 ,"1,004","1,512"
1992,102,-,Dave Rummells, 0.6630 ,"1,145","1,728"
1992,102,-,Larry Silveira, 0.6630 ,644,972
1992,104,-,Bill Glasson, 0.6610 ,626,947
1992,105,-,Brandel Chamblee, 0.6600 ,"1,008","1,527"
1992,106,-,David Ogrin, 0.6600 ,950,"1,440"
1992,107,-,Jim McGovern, 0.6600 ,"1,199","1,818"
1992,108,-,Dick Mast, 0.6580 ,865,"1,314"
1992,109,-,Jay Don Blake, 0.6580 ,924,"1,404"
1992,110,-,Don Pooley, 0.6580 ,675,"1,026"
1992,110,-,Robert Wrenn, 0.6580 ,971,"1,476"
1992,112,-,Hale Irwin, 0.6570 ,769,"1,170"
1992,113,-,Tommy Armour III, 0.6570 ,964,"1,467"
1992,114,-,Lance Ten Broeck, 0.6570 ,"1,265","1,926"
1992,115,-,Sonny Skinner, 0.6560 ,862,"1,314"
1992,116,-,Ronnie Black, 0.6550 ,"1,050","1,602"
1992,117,-,Neal Lancaster, 0.6550 ,"1,353","2,065"
1992,118,-,Bob Lohr, 0.6550 ,"1,049","1,602"
1992,119,-,Lon Hinkle, 0.6540 ,683,"1,044"
1992,120,-,Mike Springer, 0.6530 ,993,"1,521"
1992,121,-,Billy Andrade, 0.6530 ,"1,010","1,548"
1992,122,-,Jay Delsing, 0.6520 ,"1,092","1,674"
1992,123,-,Ben Crenshaw, 0.6520 ,962,"1,476"
1992,124,-,Bob Estes, 0.6520 ,"1,044","1,602"
1992,125,-,Chris Tucker, 0.6510 ,973,"1,494"
1992,126,-,Marco Dawson, 0.6500 ,936,"1,440"
1992,127,-,Hal Sutton, 0.6500 ,889,"1,368"
1992,128,-,Leonard Thompson, 0.6500 ,807,"1,242"
1992,129,-,Emlyn Aubrey, 0.6500 ,842,"1,296"
1992,130,-,David Toms, 0.6490 ,"1,017","1,566"
1992,131,-,P.H. Horgan III, 0.6470 ,874,"1,350"
1992,132,-,Ed Dougherty, 0.6470 ,"1,257","1,944"
1992,133,-,Greg Lesher, 0.6440 ,904,"1,404"
1992,134,-,Dicky Thompson, 0.6430 ,801,"1,245"
1992,135,-,Greg Twiggs, 0.6430 ,602,936
1992,136,-,Doug Martin, 0.6430 ,984,"1,530"
1992,137,-,Tom Byrum, 0.6430 ,879,"1,368"
1992,137,-,Greg Whisman, 0.6430 ,902,"1,404"
1992,139,-,Brad Faxon, 0.6420 ,"1,029","1,602"
1992,140,-,Ed Fiori, 0.6420 ,"1,099","1,712"
1992,141,-,Carl Cooper, 0.6420 ,878,"1,368"
1992,142,-,Billy Ray Brown, 0.6420 ,866,"1,350"
1992,143,-,Robin Freeman, 0.6410 ,964,"1,503"
1992,144,-,David Frost, 0.6410 ,935,"1,458"
1992,145,-,Kirk Triplett, 0.6410 ,796,"1,242"
1992,146,-,Gary Hallberg, 0.6410 ,"1,003","1,566"
1992,147,-,Jim Thorpe, 0.6400 ,645,"1,008"
1992,148,-,Jodie Mudd, 0.6400 ,760,"1,188"
1992,149,-,Bob Gilder, 0.6390 ,"1,081","1,692"
1992,150,-,Jerry Haas, 0.6360 ,675,"1,062"
1992,151,-,Bob Tway, 0.6350 ,743,"1,170"
1992,152,-,Chris Perry, 0.6340 ,891,"1,405"
1992,153,-,D.A. Weibring, 0.6340 ,924,"1,458"
1992,154,-,John Inman, 0.6330 ,"1,117","1,764"
1992,155,-,Dudley Hart, 0.6330 ,"1,082","1,709"
1992,156,-,Buddy Gardner, 0.6330 ,"1,014","1,602"
1992,157,-,Peter Jacobsen, 0.6330 ,"1,059","1,674"
1992,158,-,Michael Cunning, 0.6310 ,932,"1,476"
1992,159,-,Bob Wolcott, 0.6280 ,"1,152","1,836"
1992,160,-,Greg Kraft, 0.6270 ,913,"1,456"
1992,161,-,Tray Tyner, 0.6240 ,737,"1,181"
1992,162,-,John Elliott, 0.6220 ,640,"1,029"
1992,163,-,John Riegger, 0.6220 ,784,"1,261"
1992,164,-,Steve Hart, 0.6220 ,"1,007","1,620"
1992,165,-,Dave Peege, 0.6180 ,759,"1,228"
1992,166,-,J.P. Hayes, 0.6180 ,812,"1,314"
1992,167,-,Brad Bell, 0.6130 ,596,972
1992,168,-,Kim Young, 0.6130 ,739,"1,206"
1992,169,-,David Canipe, 0.6130 ,854,"1,394"
1992,170,-,Tony Sills, 0.6090 ,723,"1,188"
1992,171,-,Greg Hickman, 0.6040 ,696,"1,152"
1992,172,-,Frank Conner, 0.6030 ,939,"1,557"
1992,173,-,Jerry Anderson, 0.6000 ,939,"1,566"
1992,174,-,Bill Sander, 0.5970 ,545,913
1992,175,-,Hubert Green, 0.5970 ,537,900
1992,176,-,Morris Hatalsky, 0.5960 ,805,"1,350"
1992,177,-,Jon Chaffee, 0.5930 ,704,"1,188"
1992,178,-,Fran Quinn, 0.5910 ,644,"1,089"
1992,179,-,Mitch Adcock, 0.5870 ,792,"1,350"
1992,180,-,E.J. Pfister, 0.5800 ,605,"1,044"
1992,181,-,Kenny Knox, 0.5770 ,851,"1,476"
1992,182,-,Dave Schreyer, 0.5680 ,542,954
1992,183,-,Stan Utley, 0.5610 ,736,"1,312"
1993,1,-,Fuzzy Zoeller, 0.7360 ,941,"1,278"
1993,2,-,Bill Glasson, 0.7230 ,"1,002","1,386"
1993,3,-,Dan Pohl, 0.7220 ,676,936
1993,4,-,David Edwards, 0.7210 ,"1,012","1,404"
1993,5,-,John Cook, 0.7170 ,"1,084","1,512"
1993,6,-,Nick Price, 0.7130 ,885,"1,242"
1993,7,-,Scott Hoch, 0.7120 ,"1,192","1,674"
1993,8,-,Gil Morgan, 0.7110 ,"1,101","1,548"
1993,9,-,Dillard Pruitt, 0.7110 ,"1,100","1,548"
1993,10,-,Corey Pavin, 0.7090 ,"1,162","1,638"
1993,11,-,Dave Barr, 0.7070 ,"1,197","1,692"
1993,12,-,Paul Azinger, 0.7060 ,"1,029","1,458"
1993,13,-,David Peoples, 0.7040 ,"1,048","1,489"
1993,14,-,Blaine McCallister, 0.7030 ,"1,113","1,584"
1993,15,-,Billy Mayfair, 0.7010 ,"1,387","1,980"
1993,16,-,Greg Norman, 0.7000 ,680,972
1993,17,-,Bruce Lietzke, 0.6990 ,629,900
1993,18,-,Payne Stewart, 0.6970 ,"1,179","1,692"
1993,19,-,Jay Haas, 0.6960 ,"1,391","1,998"
1993,20,-,Mark McCumber, 0.6950 ,976,"1,404"
1993,21,-,Tim Simpson, 0.6940 ,"1,062","1,530"
1993,22,-,Tom Kite, 0.6940 ,849,"1,224"
1993,23,-,Billy Kratzert, 0.6920 ,648,936
1993,24,-,Steve Elkington, 0.6900 ,"1,093","1,584"
1993,25,-,Jeff Maggert, 0.6900 ,"1,105","1,602"
1993,26,-,Loren Roberts, 0.6900 ,"1,179","1,710"
1993,27,-,Lennie Clements, 0.6880 ,990,"1,440"
1993,28,-,Harry Taylor, 0.6870 ,"1,088","1,584"
1993,29,-,Craig Stadler, 0.6860 ,988,"1,440"
1993,30,-,Tom Lehman, 0.6860 ,"1,173","1,710"
1993,31,-,David Ogrin, 0.6850 ,"1,135","1,656"
1993,32,-,Rocco Mediate, 0.6850 ,"1,073","1,566"
1993,33,-,Rick Fehr, 0.6850 ,"1,208","1,764"
1993,34,-,Donnie Hammond, 0.6840 ,"1,022","1,494"
1993,35,-,John Huston, 0.6840 ,"1,379","2,016"
1993,36,-,Peter Jacobsen, 0.6840 ,972,"1,422"
1993,37,-,Hale Irwin, 0.6830 ,824,"1,206"
1993,38,-,Fred Couples, 0.6830 ,873,"1,278"
1993,39,-,Fred Funk, 0.6820 ,"1,412","2,070"
1993,40,-,Russ Cochran, 0.6810 ,"1,152","1,691"
1993,41,-,Andrew Magee, 0.6790 ,905,"1,332"
1993,42,-,Kenny Perry, 0.6790 ,"1,106","1,629"
1993,43,-,John Mahaffey, 0.6790 ,892,"1,314"
1993,44,-,Bob Estes, 0.6790 ,"1,197","1,764"
1993,45,-,Dan Forsman, 0.6780 ,"1,062","1,566"
1993,46,-,Ed Humenik, 0.6780 ,"1,135","1,674"
1993,47,-,"Jim Gallagher, Jr.", 0.6770 ,"1,085","1,602"
1993,48,-,Davis Love III, 0.6770 ,"1,218","1,800"
1993,49,-,Fulton Allem, 0.6770 ,"1,096","1,620"
1993,50,-,Kirk Triplett, 0.6760 ,"1,120","1,656"
1993,51,-,Mark O'Meara, 0.6750 ,"1,045","1,548"
1993,52,-,Keith Clearwater, 0.6750 ,"1,263","1,872"
1993,53,-,Wayne Levi, 0.6750 ,920,"1,364"
1993,53,-,Joey Sindelar, 0.6750 ,856,"1,269"
1993,55,-,Larry Mize, 0.6730 ,920,"1,368"
1993,56,-,Steve Lowery, 0.6720 ,"1,319","1,962"
1993,57,-,Jay Don Blake, 0.6720 ,935,"1,391"
1993,58,-,Curtis Strange, 0.6720 ,948,"1,411"
1993,59,-,Lanny Wadkins, 0.6710 ,846,"1,260"
1993,60,-,Dave Rummells, 0.6710 ,954,"1,422"
1993,61,-,Brian Claar, 0.6700 ,"1,303","1,944"
1993,62,-,Mark Brooks, 0.6700 ,"1,146","1,710"
1993,63,-,Neal Lancaster, 0.6700 ,"1,206","1,800"
1993,64,-,Greg Twiggs, 0.6690 ,"1,072","1,602"
1993,65,-,Scott Gump, 0.6690 ,"1,108","1,656"
1993,66,-,Brandel Chamblee, 0.6680 ,992,"1,485"
1993,67,-,David Frost, 0.6670 ,877,"1,314"
1993,68,-,Doug Tewell, 0.6670 ,756,"1,134"
1993,68,-,D.A. Weibring, 0.6670 ,900,"1,350"
1993,70,-,Dudley Hart, 0.6660 ,"1,084","1,628"
1993,71,-,Brad Bryant, 0.6650 ,"1,199","1,804"
1993,72,-,Steve Pate, 0.6610 ,"1,059","1,602"
1993,73,-,Brian Kamm, 0.6610 ,"1,023","1,548"
1993,74,-,Lee Janzen, 0.6610 ,"1,106","1,674"
1993,74,-,Brett Ogle, 0.6610 ,666,"1,008"
1993,76,-,Phil Mickelson, 0.6610 ,868,"1,314"
1993,77,-,Bruce Fleisher, 0.6600 ,"1,058","1,602"
1993,78,-,Duffy Waldorf, 0.6600 ,950,"1,440"
1993,79,-,John Adams, 0.6590 ,"1,092","1,656"
1993,80,-,Ed Dougherty, 0.6590 ,"1,317","1,998"
1993,81,-,Robert Gamez, 0.6590 ,961,"1,458"
1993,82,-,Bob Lohr, 0.6590 ,"1,008","1,530"
1993,83,-,Russell Beiersdorf, 0.6580 ,"1,185","1,800"
1993,84,-,Jim McGovern, 0.6580 ,"1,397","2,124"
1993,84,-,Tom Purtzer, 0.6580 ,663,"1,008"
1993,86,-,Joel Edwards, 0.6570 ,"1,065","1,620"
1993,87,-,Roger Maltbie, 0.6560 ,697,"1,062"
1993,88,-,Larry Nelson, 0.6560 ,649,990
1993,89,-,JC Anderson, 0.6550 ,908,"1,386"
1993,89,-,Mike Schuchart, 0.6550 ,849,"1,296"
1993,91,-,Jim Thorpe, 0.6550 ,660,"1,008"
1993,92,-,Ronnie Black, 0.6540 ,"1,035","1,582"
1993,93,-,Scott Simpson, 0.6540 ,911,"1,393"
1993,94,-,Ed Fiori, 0.6540 ,"1,116","1,707"
1993,95,-,Grant Waite, 0.6540 ,"1,059","1,620"
1993,96,-,Steve Lamontagne, 0.6540 ,"1,153","1,764"
1993,97,-,Marco Dawson, 0.6530 ,"1,235","1,890"
1993,98,-,Barry Cheesman, 0.6530 ,"1,023","1,566"
1993,99,-,Bob Gilder, 0.6520 ,916,"1,404"
1993,100,-,Nolan Henke, 0.6520 ,"1,092","1,674"
1993,101,-,Mike Hulbert, 0.6520 ,"1,174","1,800"
1993,101,-,Mike Standly, 0.6520 ,"1,084","1,662"
1993,103,-,Mark Calcavecchia, 0.6520 ,"1,115","1,710"
1993,104,-,Tommy Armour III, 0.6520 ,657,"1,008"
1993,104,-,Tom Watson, 0.6520 ,657,"1,008"
1993,106,-,Ken Green, 0.6520 ,692,"1,062"
1993,107,-,Mark Wiebe, 0.6510 ,"1,055","1,620"
1993,108,-,Mark Carnevale, 0.6510 ,"1,098","1,687"
1993,109,-,Peter Persons, 0.6510 ,"1,054","1,620"
1993,110,-,Skip Kendall, 0.6500 ,"1,123","1,728"
1993,111,-,Howard Twitty, 0.6500 ,"1,076","1,656"
1993,112,-,Ted Tryba, 0.6500 ,"1,099","1,692"
1993,113,-,Kelly Gibson, 0.6490 ,"1,192","1,836"
1993,114,-,Jay Delsing, 0.6490 ,"1,168","1,800"
1993,115,-,Mike Springer, 0.6480 ,954,"1,472"
1993,116,-,David Jackson, 0.6480 ,"1,014","1,566"
1993,117,-,Bill Britton, 0.6470 ,"1,037","1,602"
1993,117,-,Perry Moss, 0.6470 ,"1,002","1,548"
1993,119,-,Chip Beck, 0.6470 ,"1,025","1,584"
1993,120,-,Bobby Clampett, 0.6460 ,628,972
1993,121,-,Brian Henninger, 0.6460 ,"1,045","1,618"
1993,122,-,Mike Smith, 0.6460 ,"1,046","1,620"
1993,123,-,Tom Sieckmann, 0.6450 ,"1,114","1,728"
1993,124,-,Paul Goydos, 0.6440 ,"1,102","1,710"
1993,124,-,Mark Lye, 0.6440 ,754,"1,170"
1993,126,-,Patrick Burke, 0.6430 ,660,"1,026"
1993,127,-,Brad Fabel, 0.6430 ,949,"1,476"
1993,128,-,Mike Donald, 0.6430 ,"1,064","1,656"
1993,128,-,Hal Sutton, 0.6430 ,983,"1,530"
1993,130,-,Jeff Sluman, 0.6420 ,"1,120","1,746"
1993,131,-,John Flannery, 0.6410 ,"1,189","1,854"
1993,132,-,Gene Sauers, 0.6410 ,"1,090","1,701"
1993,133,-,Tim Conley, 0.6390 ,725,"1,134"
1993,134,-,Craig Parry, 0.6380 ,838,"1,314"
1993,135,-,P.H. Horgan III, 0.6370 ,997,"1,566"
1993,136,-,Larry Rinker, 0.6370 ,848,"1,332"
1993,137,-,Billy Andrade, 0.6360 ,"1,053","1,656"
1993,138,-,Jaime Gomez, 0.6350 ,972,"1,530"
1993,139,-,Phil Blackmar, 0.6350 ,"1,009","1,590"
1993,140,-,Gene Jones, 0.6350 ,651,"1,026"
1993,141,-,Michael Bradley, 0.6340 ,902,"1,422"
1993,141,-,David Toms, 0.6340 ,959,"1,512"
1993,143,-,Tom Byrum, 0.6340 ,865,"1,365"
1993,143,-,Robin Freeman, 0.6340 ,981,"1,548"
1993,145,-,Jodie Mudd, 0.6330 ,661,"1,044"
1993,146,-,Willie Wood, 0.6330 ,888,"1,404"
1993,147,-,Ted Schulz, 0.6320 ,"1,081","1,710"
1993,148,-,Greg Kraft, 0.6310 ,818,"1,296"
1993,149,-,Ian Baker-Finch, 0.6310 ,693,"1,098"
1993,150,-,Dan Halldorson, 0.6300 ,894,"1,419"
1993,151,-,Wayne Grady, 0.6290 ,589,936
1993,151,-,Richard Zokol, 0.6290 ,832,"1,322"
1993,153,-,Dennis Trixler, 0.6290 ,928,"1,476"
1993,154,-,Jim Hallet, 0.6280 ,"1,018","1,620"
1993,155,-,Michael Allen, 0.6280 ,949,"1,512"
1993,156,-,Morris Hatalsky, 0.6270 ,677,"1,080"
1993,157,-,Bobby Wadkins, 0.6270 ,733,"1,170"
1993,158,-,John Inman, 0.6220 ,"1,097","1,764"
1993,159,-,Jim Woodward, 0.6220 ,565,909
1993,160,-,Bill Murchison, 0.6210 ,604,972
1993,161,-,Brad Faxon, 0.6190 ,947,"1,529"
1993,162,-,Trevor Dodds, 0.6190 ,914,"1,476"
1993,163,-,Robert Wrenn, 0.6180 ,901,"1,458"
1993,164,-,John Daly, 0.6170 ,783,"1,269"
1993,165,-,Jeff Cook, 0.6170 ,913,"1,481"
1993,166,-,Neale Smith, 0.6160 ,621,"1,008"
1993,167,-,Lance Ten Broeck, 0.6150 ,"1,073","1,746"
1993,168,-,Buddy Gardner, 0.6130 ,717,"1,170"
1993,169,-,Bob Tway, 0.6120 ,749,"1,224"
1993,170,-,John Elliott, 0.6100 ,845,"1,386"
1993,170,-,Tad Rhyan, 0.6100 ,867,"1,422"
1993,172,-,Ben Crenshaw, 0.6100 ,779,"1,278"
1993,173,-,Eddie Pearce, 0.6060 ,673,"1,110"
1993,174,-,Dick Mast, 0.6060 ,949,"1,566"
1993,175,-,Jimmy Johnston, 0.6000 ,745,"1,242"
1993,176,-,Jeff Woodland, 0.5990 ,852,"1,422"
1993,177,-,Gary Hallberg, 0.5990 ,981,"1,638"
1993,178,-,Marty Schiene, 0.5990 ,668,"1,116"
1993,179,-,Denis Watson, 0.5970 ,656,"1,099"
1993,180,-,Lee Porter, 0.5960 ,547,918
1993,181,-,John Dowdall, 0.5930 ,576,972
1993,182,-,Rick Dalpos, 0.5880 ,741,"1,260"
1993,183,-,Hubert Green, 0.5860 ,570,972
1993,184,-,Len Mattiace, 0.5860 ,823,"1,404"
1993,185,-,Dave Peege, 0.5850 ,600,"1,026"
1993,186,-,Andy Bean, 0.5830 ,640,"1,098"
1993,187,-,Massy Kuramoto, 0.5780 ,635,"1,098"
1993,188,-,David Delong, 0.5580 ,518,929
1993,189,-,Greg Cesario, 0.5230 ,584,"1,116"
1994,1,-,Bill Glasson, 0.7300 ,986,"1,350"
1994,2,-,Fuzzy Zoeller, 0.7280 ,957,"1,314"
1994,3,-,Hal Sutton, 0.7220 ,"1,260","1,746"
1994,4,-,Mark McCumber, 0.7130 ,975,"1,368"
1994,5,-,Dan Forsman, 0.7120 ,871,"1,224"
1994,6,-,Dave Barr, 0.7090 ,"1,190","1,679"
1994,6,-,Bob Estes, 0.7090 ,"1,212","1,710"
1994,8,-,Tom Lehman, 0.7080 ,"1,032","1,458"
1994,9,-,Lennie Clements, 0.7060 ,"1,068","1,512"
1994,10,-,Joey Sindelar, 0.7060 ,826,"1,170"
1994,11,-,Clark Dennis, 0.7060 ,"1,245","1,764"
1994,12,-,Fred Couples, 0.7050 ,647,918
1994,13,-,Bruce Lietzke, 0.7040 ,748,"1,062"
1994,14,-,Peter Jacobsen, 0.7040 ,862,"1,224"
1994,15,-,Donnie Hammond, 0.7040 ,"1,051","1,494"
1994,16,-,Gil Morgan, 0.7030 ,822,"1,170"
1994,17,-,Brad Bryant, 0.7020 ,"1,378","1,962"
1994,18,-,John Cook, 0.7010 ,"1,009","1,440"
1994,19,-,Scott Hoch, 0.7000 ,"1,184","1,692"
1994,20,-,Tom Kite, 0.6990 ,981,"1,404"
1994,21,-,Nick Price, 0.6960 ,752,"1,080"
1994,22,-,Craig Stadler, 0.6920 ,860,"1,242"
1994,23,-,Tom Purtzer, 0.6920 ,847,"1,224"
1994,24,-,Robert Gamez, 0.6920 ,941,"1,360"
1994,25,-,John Huston, 0.6920 ,"1,046","1,512"
1994,26,-,Jay Don Blake, 0.6920 ,"1,083","1,566"
1994,27,-,David Edwards, 0.6910 ,"1,020","1,476"
1994,28,-,Loren Roberts, 0.6900 ,956,"1,386"
1994,29,-,Greg Norman, 0.6900 ,782,"1,134"
1994,30,-,"Jim Gallagher, Jr.", 0.6880 ,"1,028","1,494"
1994,31,-,Mike Hulbert, 0.6880 ,"1,275","1,854"
1994,32,-,Kirk Triplett, 0.6870 ,"1,113","1,620"
1994,33,-,Brian Claar, 0.6870 ,"1,224","1,782"
1994,34,-,Jay Haas, 0.6870 ,"1,261","1,836"
1994,35,-,Hale Irwin, 0.6850 ,912,"1,332"
1994,36,-,Jim Thorpe, 0.6840 ,935,"1,367"
1994,37,-,Doug Tewell, 0.6830 ,"1,033","1,512"
1994,38,-,Curt Byrum, 0.6830 ,996,"1,458"
1994,39,-,Steve Stricker, 0.6820 ,"1,142","1,674"
1994,40,-,Bob Lohr, 0.6810 ,"1,079","1,584"
1994,40,-,Phil Mickelson, 0.6810 ,797,"1,170"
1994,42,-,Lee Janzen, 0.6810 ,"1,078","1,584"
1994,43,-,Tom Watson, 0.6800 ,661,972
1994,44,-,John Mahaffey, 0.6780 ,915,"1,350"
1994,45,-,Dillard Pruitt, 0.6770 ,"1,073","1,584"
1994,46,-,Fred Funk, 0.6760 ,"1,278","1,890"
1994,47,-,Steve Pate, 0.6760 ,"1,131","1,674"
1994,48,-,Scott Simpson, 0.6750 ,850,"1,260"
1994,49,-,Wayne Levi, 0.6740 ,"1,007","1,494"
1994,49,-,Dennis Paulson, 0.6740 ,922,"1,368"
1994,51,-,Joey Rassett, 0.6730 ,860,"1,278"
1994,52,-,Bobby Wadkins, 0.6730 ,811,"1,206"
1994,53,-,Ed Dougherty, 0.6720 ,"1,186","1,764"
1994,53,-,Jeff Maggert, 0.6720 ,"1,065","1,584"
1994,55,-,Joe Ozaki, 0.6720 ,738,"1,098"
1994,56,-,Guy Boros, 0.6720 ,"1,125","1,674"
1994,57,-,Bob Burns, 0.6710 ,823,"1,226"
1994,58,-,Tim Simpson, 0.6700 ,"1,098","1,638"
1994,59,-,Mark Calcavecchia, 0.6700 ,"1,013","1,512"
1994,60,-,Curtis Strange, 0.6690 ,"1,000","1,494"
1994,61,-,David Peoples, 0.6690 ,"1,060","1,584"
1994,62,-,Blaine McCallister, 0.6690 ,"1,144","1,710"
1994,62,-,Jim McGovern, 0.6690 ,"1,144","1,710"
1994,64,-,Mike Sullivan, 0.6680 ,854,"1,278"
1994,65,-,Craig Parry, 0.6680 ,745,"1,116"
1994,66,-,Mike Heinen, 0.6670 ,949,"1,422"
1994,66,-,Duffy Waldorf, 0.6670 ,961,"1,440"
1994,68,-,Mark Carnevale, 0.6670 ,"1,033","1,548"
1994,68,-,Davis Love III, 0.6670 ,"1,093","1,638"
1994,68,-,Andrew Magee, 0.6670 ,"1,069","1,602"
1994,71,-,Dudley Hart, 0.6670 ,957,"1,435"
1994,72,-,Olin Browne, 0.6670 ,"1,092","1,638"
1994,72,-,John Morse, 0.6670 ,912,"1,368"
1994,72,-,Mike Reid, 0.6670 ,804,"1,206"
1994,72,-,Paul Stankowski, 0.6670 ,912,"1,368"
1994,72,-,"Dave Stockton, Jr.", 0.6670 ,"1,080","1,620"
1994,77,-,Chris DiMarco, 0.6660 ,"1,031","1,548"
1994,78,-,Sean Murphy, 0.6650 ,"1,018","1,530"
1994,79,-,Billy Mayfair, 0.6650 ,"1,185","1,782"
1994,80,-,Brett Ogle, 0.6650 ,694,"1,044"
1994,81,-,Jay Delsing, 0.6640 ,"1,040","1,566"
1994,82,-,Steve Rintoul, 0.6640 ,956,"1,440"
1994,83,-,Russ Cochran, 0.6620 ,"1,117","1,688"
1994,83,-,David Ogrin, 0.6620 ,"1,072","1,620"
1994,85,-,D.A. Weibring, 0.6610 ,750,"1,134"
1994,86,-,Steve Lamontagne, 0.6610 ,934,"1,413"
1994,87,-,Steve Elkington, 0.6600 ,737,"1,116"
1994,88,-,Mike Standly, 0.6600 ,"1,098","1,665"
1994,89,-,John Wilson, 0.6590 ,997,"1,512"
1994,90,-,Steve Brodie, 0.6590 ,"1,005","1,525"
1994,91,-,Larry Mize, 0.6590 ,889,"1,350"
1994,92,-,Ted Tryba, 0.6580 ,"1,280","1,944"
1994,93,-,Glen Day, 0.6580 ,"1,102","1,674"
1994,94,-,Mike Springer, 0.6570 ,994,"1,512"
1994,95,-,Billy Kratzert, 0.6570 ,816,"1,242"
1994,96,-,Kenny Perry, 0.6570 ,"1,170","1,782"
1994,97,-,David Feherty, 0.6570 ,793,"1,208"
1994,98,-,Esteban Toledo, 0.6560 ,921,"1,404"
1994,99,-,Bob Gilder, 0.6560 ,956,"1,458"
1994,100,-,Michael Bradley, 0.6550 ,"1,050","1,602"
1994,100,-,Steve Lowery, 0.6550 ,"1,109","1,692"
1994,102,-,Rick Fehr, 0.6540 ,907,"1,386"
1994,103,-,Brian Kamm, 0.6540 ,"1,107","1,692"
1994,104,-,Keith Clearwater, 0.6540 ,"1,048","1,602"
1994,105,-,John Adams, 0.6540 ,965,"1,476"
