Year,Rank,SpacerGIR,Player, GreensRate ,GreensHit,GreensPossible
2006,135,-,Harrison Frazar, 0.6400 ,"1,049","1,638"
2006,137,-,D.J. Trahan, 0.6400 ,"1,037","1,620"
2006,138,-,Freddie Jacobson, 0.6400 ,645,"1,008"
2006,139,-,Shane Bertsch, 0.6390 ,"1,173","1,836"
2006,139,-,Patrick Sheehan, 0.6390 ,"1,150","1,800"
2006,141,-,Dudley Hart, 0.6380 ,953,"1,494"
2006,142,-,Tommy Armour III, 0.6380 ,746,"1,170"
2006,143,-,Ernie Els, 0.6370 ,734,"1,152"
2006,144,-,Shigeki Maruyama, 0.6360 ,"1,053","1,656"
2006,145,-,Corey Pavin, 0.6360 ,801,"1,260"
2006,146,-,Robert Damron, 0.6360 ,"1,041","1,638"
2006,147,-,Stuart Appleby, 0.6350 ,892,"1,404"
2006,148,-,Daniel Chopra, 0.6350 ,"1,223","1,926"
2006,149,-,Justin Leonard, 0.6340 ,901,"1,422"
2006,150,-,Ryan Moore, 0.6330 ,740,"1,170"
2006,151,-,Ian Leggatt, 0.6320 ,865,"1,368"
2006,152,-,David Howell, 0.6320 ,512,810
2006,153,-,Brian Gay, 0.6320 ,"1,217","1,926"
2006,153,-,Jason Schultz, 0.6320 ,853,"1,350"
2006,155,-,Peter Lonard, 0.6320 ,864,"1,368"
2006,155,-,Mike Sposa, 0.6320 ,739,"1,170"
2006,157,-,Lee Janzen, 0.6310 ,897,"1,422"
2006,158,-,Jason Gore, 0.6300 ,953,"1,512"
2006,158,-,Nathan Green, 0.6300 ,"1,180","1,872"
2006,160,-,Geoff Ogilvy, 0.6290 ,793,"1,260"
2006,161,-,Mark Brooks, 0.6290 ,"1,008","1,602"
2006,161,-,D.A. Points, 0.6290 ,906,"1,440"
2006,163,-,Steve Jones, 0.6280 ,927,"1,476"
2006,164,-,Greg Kraft, 0.6270 ,847,"1,350"
2006,165,-,Jon Mills, 0.6270 ,745,"1,188"
2006,166,-,Michael Allen, 0.6270 ,948,"1,512"
2006,167,-,Woody Austin, 0.6270 ,"1,207","1,926"
2006,167,-,J.L. Lewis, 0.6270 ,643,"1,026"
2006,169,-,Tim Herron, 0.6260 ,913,"1,458"
2006,170,-,Danny Ellis, 0.6260 ,721,"1,152"
2006,171,-,John Huston, 0.6260 ,811,"1,296"
2006,172,-,Rod Pampling, 0.6250 ,945,"1,512"
2006,173,-,Chris Riley, 0.6250 ,922,"1,476"
2006,174,-,Paul Azinger, 0.6240 ,977,"1,566"
2006,175,-,Carl Pettersson, 0.6230 ,"1,043","1,674"
2006,176,-,Todd Fischer, 0.6220 ,"1,109","1,782"
2006,177,-,Mark Calcavecchia, 0.6210 ,"1,039","1,674"
2006,178,-,Ben Crane, 0.6200 ,893,"1,440"
2006,179,-,Jimmy Walker, 0.6200 ,647,"1,044"
2006,180,-,Vance Veazey, 0.6160 ,654,"1,062"
2006,181,-,James Driscoll, 0.6130 ,883,"1,440"
2006,182,-,Tim Petrovic, 0.6130 ,"1,004","1,638"
2006,183,-,Tag Ridings, 0.6120 ,"1,102","1,800"
2006,184,-,John Daly, 0.6090 ,537,882
2006,185,-,Doug Barron, 0.6040 ,794,"1,314"
2006,186,-,Ryan Hietala, 0.6010 ,638,"1,062"
2006,187,-,David Duval, 0.6010 ,746,"1,242"
2006,188,-,"John Engler, Jr.", 0.5980 ,721,"1,206"
2006,189,-,Mark O'Meara, 0.5940 ,535,900
2006,190,-,Alex Aragon, 0.5910 ,649,"1,098"
2006,191,-,Greg Chalmers, 0.5900 ,712,"1,206"
2006,192,-,Len Mattiace, 0.5890 ,625,"1,062"
2006,193,-,Aaron Baddeley, 0.5830 ,797,"1,368"
2006,194,-,Brad Faxon, 0.5810 ,815,"1,404"
2006,195,-,Hidemichi Tanaka, 0.5790 ,761,"1,314"
2006,196,-,Todd Hamilton, 0.5690 ,737,"1,296"
2007,1,-,Tiger Woods, 0.7100 ,767,"1,080"
2007,2,-,John Senden, 0.7030 ,"1,228","1,746"
2007,3,-,Jeff Gove, 0.7020 ,"1,301","1,854"
2007,4,-,Cameron Beckman, 0.6990 ,"1,157","1,656"
2007,5,-,Tommy Armour III, 0.6980 ,968,"1,386"
2007,6,-,Alex Cejka, 0.6940 ,975,"1,404"
2007,6,-,Jim Furyk, 0.6940 ,"1,025","1,476"
2007,8,-,Briny Baird, 0.6930 ,"1,384","1,998"
2007,9,-,John Merrick, 0.6910 ,"1,095","1,584"
2007,10,-,Jeff Overton, 0.6890 ,719,"1,044"
2007,11,-,Mathew Goggin, 0.6880 ,"1,202","1,746"
2007,12,-,Joe Durant, 0.6850 ,"1,073","1,566"
2007,13,-,Stephen Leaney, 0.6840 ,"1,010","1,476"
2007,14,-,Charles Warren, 0.6840 ,"1,243","1,818"
2007,15,-,Robert Allenby, 0.6830 ,"1,094","1,602"
2007,16,-,Tom Lehman, 0.6820 ,761,"1,116"
2007,17,-,Greg Owen, 0.6810 ,969,"1,422"
2007,18,-,Billy Mayfair, 0.6810 ,"1,201","1,764"
2007,19,-,Johnson Wagner, 0.6780 ,"1,183","1,746"
2007,20,-,Kenny Perry, 0.6750 ,"1,009","1,494"
2007,21,-,Ted Purdy, 0.6720 ,"1,186","1,764"
2007,22,-,Craig Barlow, 0.6720 ,629,936
2007,23,-,Sean O'Hair, 0.6710 ,"1,184","1,764"
2007,24,-,Michael Putnam, 0.6700 ,"1,110","1,656"
2007,25,-,Robert Garrigus, 0.6700 ,"1,146","1,710"
2007,26,-,Duffy Waldorf, 0.6700 ,832,"1,242"
2007,27,-,Kent Jones, 0.6700 ,"1,169","1,746"
2007,27,-,D.J. Trahan, 0.6700 ,"1,193","1,782"
2007,29,-,Hunter Mahan, 0.6690 ,"1,096","1,638"
2007,30,-,J.J. Henry, 0.6670 ,"1,020","1,530"
2007,30,-,Joey Sindelar, 0.6670 ,900,"1,350"
2007,32,-,Michael Allen, 0.6660 ,839,"1,260"
2007,33,-,Jeff Maggert, 0.6650 ,946,"1,422"
2007,33,-,Jesper Parnevik, 0.6650 ,"1,006","1,512"
2007,35,-,Nick Watney, 0.6650 ,"1,041","1,566"
2007,36,-,Heath Slocum, 0.6650 ,"1,208","1,818"
2007,37,-,Bo Van Pelt, 0.6640 ,"1,243","1,872"
2007,38,-,Charlie Wi, 0.6640 ,"1,051","1,584"
2007,39,-,Bart Bryant, 0.6630 ,"1,027","1,548"
2007,40,-,Jay Williamson, 0.6630 ,597,900
2007,41,-,Ryan Armour, 0.6630 ,"1,229","1,854"
2007,41,-,Steve Lowery, 0.6630 ,883,"1,332"
2007,43,-,Brett Wetterich, 0.6630 ,"1,038","1,566"
2007,44,-,Lucas Glover, 0.6630 ,"1,157","1,746"
2007,45,-,Vijay Singh, 0.6620 ,"1,192","1,800"
2007,46,-,Freddie Jacobson, 0.6620 ,834,"1,260"
2007,47,-,Will MacKenzie, 0.6620 ,"1,191","1,800"
2007,48,-,Stewart Cink, 0.6620 ,"1,048","1,584"
2007,49,-,Chris Stroud, 0.6620 ,762,"1,152"
2007,50,-,Steve Marino, 0.6610 ,"1,213","1,836"
2007,51,-,D.J. Brigman, 0.6610 ,749,"1,134"
2007,52,-,Shaun Micheel, 0.6600 ,"1,046","1,584"
2007,53,-,Bill Haas, 0.6600 ,"1,057","1,602"
2007,54,-,Boo Weekley, 0.6590 ,"1,150","1,746"
2007,55,-,Steve Flesch, 0.6580 ,"1,185","1,800"
2007,55,-,Steve Stricker, 0.6580 ,948,"1,440"
2007,57,-,Robert Gamez, 0.6580 ,995,"1,512"
2007,58,-,Justin Rose, 0.6570 ,698,"1,062"
2007,59,-,Camilo Villegas, 0.6570 ,970,"1,476"
2007,60,-,Ryan Moore, 0.6560 ,"1,087","1,656"
2007,61,-,Jeff Quinney, 0.6560 ,"1,122","1,710"
2007,62,-,Ken Duke, 0.6560 ,"1,322","2,016"
2007,62,-,Kirk Triplett, 0.6560 ,909,"1,386"
2007,64,-,Jason Gore, 0.6560 ,"1,015","1,548"
2007,64,-,Kevin Stadler, 0.6560 ,"1,074","1,638"
2007,66,-,Trevor Immelman, 0.6550 ,802,"1,224"
2007,67,-,Woody Austin, 0.6550 ,"1,120","1,710"
2007,68,-,Pat Perez, 0.6550 ,943,"1,440"
2007,68,-,Kevin Sutherland, 0.6550 ,"1,002","1,530"
2007,68,-,Bubba Watson, 0.6550 ,943,"1,440"
2007,71,-,Darron Stiles, 0.6550 ,719,"1,098"
2007,72,-,Adam Scott, 0.6540 ,801,"1,224"
2007,73,-,Anthony Kim, 0.6540 ,"1,094","1,674"
2007,74,-,K.J. Choi, 0.6530 ,999,"1,530"
2007,75,-,Daniel Chopra, 0.6520 ,"1,244","1,908"
2007,76,-,Tom Byrum, 0.6520 ,563,864
2007,77,-,Frank Lickliter II, 0.6520 ,"1,114","1,710"
2007,78,-,Rod Pampling, 0.6510 ,"1,055","1,620"
2007,79,-,Jeff Brehaut, 0.6510 ,668,"1,026"
2007,80,-,Jason Dufner, 0.6510 ,"1,171","1,800"
2007,81,-,Billy Andrade, 0.6500 ,"1,030","1,584"
2007,82,-,Jason Bohn, 0.6500 ,667,"1,026"
2007,83,-,Brian Davis, 0.6500 ,"1,181","1,818"
2007,84,-,Matt Kuchar, 0.6500 ,947,"1,458"
2007,84,-,Phil Mickelson, 0.6500 ,830,"1,278"
2007,86,-,Stephen Ames, 0.6490 ,900,"1,386"
2007,86,-,Matt Hendrix, 0.6490 ,713,"1,098"
2007,88,-,Craig Bowden, 0.6490 ,888,"1,368"
2007,88,-,Daisuke Maruyama, 0.6490 ,958,"1,476"
2007,90,-,Rocco Mediate, 0.6490 ,841,"1,296"
2007,91,-,Mark Wilson, 0.6490 ,969,"1,494"
2007,92,-,Mark Brooks, 0.6490 ,572,882
2007,93,-,Jerry Kelly, 0.6480 ,"1,132","1,746"
2007,94,-,Justin Leonard, 0.6480 ,"1,108","1,710"
2007,95,-,Steve Allan, 0.6480 ,688,"1,062"
2007,96,-,Cliff Kresge, 0.6480 ,"1,247","1,926"
2007,97,-,David Branshaw, 0.6470 ,967,"1,494"
2007,98,-,Ernie Els, 0.6470 ,675,"1,044"
2007,99,-,Richard Johnson, 0.6470 ,"1,059","1,638"
2007,100,-,Peter Lonard, 0.6460 ,942,"1,458"
2007,100,-,Jarrod Lyle, 0.6460 ,849,"1,314"
2007,102,-,Tim Herron, 0.6460 ,"1,093","1,692"
2007,103,-,Brandt Snedeker, 0.6460 ,"1,174","1,818"
2007,104,-,J.B. Holmes, 0.6460 ,802,"1,242"
2007,105,-,Sergio Garcia, 0.6460 ,767,"1,188"
2007,106,-,Michael Sim, 0.6450 ,604,936
2007,107,-,Tom Johnson, 0.6450 ,836,"1,296"
2007,108,-,Mathias Grönberg, 0.6450 ,"1,103","1,710"
2007,108,-,Craig Kanada, 0.6450 ,"1,219","1,890"
2007,110,-,Kyle Reifers, 0.6450 ,801,"1,242"
2007,111,-,Zach Johnson, 0.6440 ,870,"1,350"
2007,112,-,Rich Beem, 0.6440 ,"1,031","1,602"
2007,113,-,Brendon de Jonge, 0.6440 ,834,"1,296"
2007,114,-,Glen Day, 0.6430 ,938,"1,458"
2007,114,-,Doug LaBelle II, 0.6430 ,"1,158","1,800"
2007,114,-,Scott Verplank, 0.6430 ,938,"1,458"
2007,117,-,Lee Janzen, 0.6430 ,741,"1,152"
2007,118,-,Steve Wheatcroft, 0.6430 ,798,"1,242"
2007,119,-,Jim Rutledge, 0.6420 ,636,990
2007,120,-,Vaughn Taylor, 0.6420 ,"1,005","1,566"
2007,121,-,Mark Calcavecchia, 0.6410 ,"1,027","1,602"
2007,121,-,Chris Couch, 0.6410 ,877,"1,368"
2007,123,-,Charley Hoffman, 0.6400 ,"1,118","1,746"
2007,124,-,Davis Love III, 0.6400 ,749,"1,170"
2007,125,-,Jaco Van Zyl, 0.6400 ,564,882
2007,126,-,Carl Pettersson, 0.6380 ,"1,264","1,980"
2007,127,-,Ryan Palmer, 0.6380 ,"1,045","1,638"
2007,128,-,David Toms, 0.6380 ,884,"1,386"
2007,129,-,Chad Campbell, 0.6380 ,"1,033","1,620"
2007,130,-,Paul Gow, 0.6370 ,757,"1,188"
2007,131,-,John Rollins, 0.6360 ,"1,157","1,818"
2007,131,-,Chris Tidland, 0.6360 ,630,990
2007,133,-,Harrison Frazar, 0.6360 ,985,"1,548"
2007,134,-,Marco Dawson, 0.6360 ,813,"1,278"
2007,135,-,Dicky Pride, 0.6360 ,767,"1,206"
2007,136,-,Jonathan Byrd, 0.6360 ,835,"1,314"
2007,137,-,Troy Matteson, 0.6350 ,995,"1,566"
2007,138,-,Bob Tway, 0.6350 ,"1,132","1,782"
2007,139,-,George McNeill, 0.6340 ,"1,039","1,638"
2007,140,-,Mark Hensby, 0.6340 ,924,"1,458"
2007,140,-,Charles Howell III, 0.6340 ,981,"1,548"
2007,142,-,Dean Wilson, 0.6340 ,"1,049","1,656"
2007,143,-,Bob Estes, 0.6320 ,"1,001","1,584"
2007,143,-,Paul Stankowski, 0.6320 ,546,864
2007,145,-,Luke Donald, 0.6320 ,762,"1,206"
2007,146,-,Bob Heintz, 0.6320 ,921,"1,458"
2007,147,-,Rich Barcelo, 0.6310 ,886,"1,404"
2007,148,-,Michael Boyd, 0.6310 ,647,"1,026"
2007,149,-,Steve Elkington, 0.6310 ,942,"1,494"
2007,150,-,Craig Lile, 0.6300 ,851,"1,350"
2007,151,-,Mike Weir, 0.6300 ,919,"1,458"
2007,152,-,John Mallinger, 0.6300 ,"1,088","1,728"
2007,153,-,Brian Gay, 0.6290 ,"1,167","1,854"
2007,154,-,J.P. Hayes, 0.6290 ,"1,008","1,602"
2007,155,-,Tim Petrovic, 0.6290 ,"1,200","1,908"
2007,156,-,Anders Hansen, 0.6290 ,577,918
2007,157,-,Tag Ridings, 0.6280 ,565,900
2007,158,-,Geoff Ogilvy, 0.6280 ,881,"1,404"
2007,159,-,Ryuji Imada, 0.6270 ,"1,129","1,800"
2007,160,-,Scott Gutschewski, 0.6270 ,711,"1,134"
2007,161,-,Gavin Coles, 0.6260 ,935,"1,494"
2007,162,-,Andrew Buckle, 0.6250 ,844,"1,350"
2007,163,-,Arron Oberholser, 0.6230 ,762,"1,224"
2007,164,-,Jason Schultz, 0.6220 ,661,"1,062"
2007,165,-,Chris Riley, 0.6210 ,615,990
2007,166,-,Brett Quigley, 0.6210 ,872,"1,404"
2007,167,-,Kevin Na, 0.6200 ,937,"1,512"
2007,168,-,José Coceres, 0.6200 ,513,828
2007,169,-,Nathan Green, 0.6190 ,"1,103","1,782"
2007,170,-,Tom Pernice Jr., 0.6190 ,"1,158","1,872"
2007,171,-,Fred Funk, 0.6180 ,678,"1,098"
2007,172,-,Joe Ogilvie, 0.6170 ,"1,088","1,764"
2007,173,-,Ian Poulter, 0.6170 ,666,"1,080"
2007,174,-,Rory Sabbatini, 0.6160 ,876,"1,422"
2007,175,-,Stuart Appleby, 0.6160 ,809,"1,314"
2007,176,-,Tim Clark, 0.6140 ,707,"1,152"
2007,177,-,Brian Bateman, 0.6130 ,563,918
2007,178,-,Eric Axley, 0.6130 ,"1,181","1,926"
2007,179,-,John Daly, 0.6130 ,651,"1,062"
2007,180,-,Henrik Stenson, 0.6120 ,507,828
2007,181,-,Jeff Sluman, 0.6100 ,615,"1,008"
2007,182,-,Shigeki Maruyama, 0.6100 ,911,"1,494"
2007,183,-,Corey Pavin, 0.6080 ,886,"1,458"
2007,184,-,Tripp Isenhour, 0.6060 ,894,"1,476"
2007,185,-,Ben Curtis, 0.6060 ,872,"1,440"
2007,186,-,Parker McLachlin, 0.6060 ,861,"1,422"
2007,187,-,Chris DiMarco, 0.6050 ,839,"1,386"
2007,188,-,Aaron Baddeley, 0.6040 ,869,"1,440"
2007,189,-,Padraig Harrington, 0.6030 ,673,"1,116"
2007,190,-,Nick O'Hern, 0.6020 ,737,"1,224"
2007,191,-,Bryce Molder, 0.5950 ,578,972
2007,192,-,Paul Goydos, 0.5940 ,631,"1,062"
2007,193,-,Bubba Dickerson, 0.5930 ,502,846
2007,194,-,Retief Goosen, 0.5890 ,509,864
2007,195,-,Todd Hamilton, 0.5690 ,779,"1,368"
2007,196,-,José María Olazábal, 0.5430 ,489,900
2008,1,-,Joe Durant, 0.7110 ,"1,075","1,512"
2008,2,-,Robert Allenby, 0.7040 ,"1,356","1,926"
2008,3,-,Harrison Frazar, 0.7030 ,823,"1,170"
2008,4,-,John Huston, 0.7030 ,658,936
2008,5,-,Briny Baird, 0.7000 ,"1,323","1,890"
2008,6,-,Kent Jones, 0.6970 ,778,"1,116"
2008,7,-,Hunter Mahan, 0.6960 ,"1,065","1,530"
2008,8,-,John Riegger, 0.6950 ,838,"1,206"
2008,9,-,J.J. Henry, 0.6920 ,"1,345","1,944"
2008,10,-,John Senden, 0.6910 ,"1,144","1,656"
2008,11,-,Bob Estes, 0.6870 ,"1,088","1,584"
2008,12,-,Vijay Singh, 0.6850 ,961,"1,404"
2008,13,-,Chad Campbell, 0.6840 ,"1,158","1,692"
2008,13,-,George McNeill, 0.6840 ,"1,195","1,746"
2008,15,-,Steve Marino, 0.6840 ,"1,415","2,070"
2008,16,-,Nick Watney, 0.6820 ,"1,179","1,728"
2008,17,-,Kevin Sutherland, 0.6820 ,"1,203","1,764"
2008,18,-,Woody Austin, 0.6820 ,"1,288","1,890"
2008,19,-,Billy Mayfair, 0.6810 ,"1,263","1,854"
2008,20,-,Bill Haas, 0.6810 ,"1,164","1,710"
2008,21,-,Robert Garrigus, 0.6800 ,"1,102","1,620"
2008,22,-,Jeff Gove, 0.6790 ,562,828
2008,22,-,Scott Sterling, 0.6790 ,"1,014","1,494"
2008,22,-,Boo Weekley, 0.6790 ,"1,014","1,494"
2008,25,-,John Merrick, 0.6770 ,"1,097","1,620"
2008,26,-,Chris Stroud, 0.6760 ,913,"1,350"
2008,27,-,Bubba Watson, 0.6760 ,"1,156","1,710"
2008,28,-,Zach Johnson, 0.6760 ,"1,022","1,512"
2008,29,-,Mathew Goggin, 0.6760 ,"1,107","1,638"
2008,30,-,Kenny Perry, 0.6750 ,"1,178","1,746"
2008,31,-,Kevin Streelman, 0.6740 ,"1,311","1,944"
2008,32,-,Troy Matteson, 0.6740 ,"1,140","1,692"
2008,33,-,Bob Tway, 0.6740 ,776,"1,152"
2008,34,-,Bo Van Pelt, 0.6730 ,"1,175","1,746"
2008,35,-,Gavin Coles, 0.6720 ,556,828
2008,36,-,Tommy Gainey, 0.6710 ,628,936
2008,37,-,Sergio Garcia, 0.6710 ,845,"1,260"
2008,38,-,Martin Laird, 0.6700 ,"1,110","1,656"
2008,39,-,Jason Gore, 0.6700 ,"1,134","1,692"
2008,40,-,Steve Elkington, 0.6700 ,"1,013","1,512"
2008,41,-,Stewart Cink, 0.6690 ,976,"1,458"
2008,42,-,Mark Wilson, 0.6690 ,"1,289","1,926"
2008,43,-,Pat Perez, 0.6690 ,"1,108","1,656"
2008,44,-,Justin Bolli, 0.6690 ,963,"1,440"
2008,44,-,Charles Warren, 0.6690 ,951,"1,422"
2008,46,-,Ted Purdy, 0.6690 ,746,"1,116"
2008,47,-,Carlos Franco, 0.6680 ,806,"1,206"
2008,48,-,Jim Furyk, 0.6680 ,"1,130","1,692"
2008,48,-,Charles Howell III, 0.6680 ,"1,190","1,782"
2008,50,-,Heath Slocum, 0.6680 ,"1,250","1,872"
2008,51,-,Ryan Palmer, 0.6680 ,757,"1,134"
2008,52,-,Jay Williamson, 0.6670 ,"1,057","1,584"
2008,53,-,Michael Allen, 0.6670 ,"1,092","1,638"
2008,54,-,Justin Leonard, 0.6660 ,"1,139","1,710"
2008,54,-,Chez Reavie, 0.6660 ,"1,175","1,764"
2008,56,-,Tommy Armour III, 0.6650 ,874,"1,314"
2008,57,-,Rich Beem, 0.6650 ,"1,077","1,620"
2008,58,-,Brandt Jobe, 0.6650 ,622,936
2008,59,-,Steve Allan, 0.6640 ,598,900
2008,59,-,Charlie Wi, 0.6640 ,"1,160","1,746"
2008,61,-,Jeff Maggert, 0.6630 ,"1,027","1,548"
2008,62,-,D.J. Trahan, 0.6630 ,"1,121","1,692"
2008,63,-,Charley Hoffman, 0.6620 ,"1,097","1,656"
2008,64,-,Dudley Hart, 0.6610 ,833,"1,260"
2008,65,-,Rory Sabbatini, 0.6610 ,904,"1,368"
2008,66,-,Robert Gamez, 0.6600 ,915,"1,386"
2008,67,-,Y.E. Yang, 0.6600 ,"1,033","1,566"
2008,68,-,Brad Adamonis, 0.6590 ,984,"1,494"
2008,69,-,Cameron Beckman, 0.6580 ,936,"1,422"
2008,70,-,Phil Mickelson, 0.6580 ,924,"1,404"
2008,71,-,Anthony Kim, 0.6580 ,959,"1,458"
2008,71,-,Tom Scherrer, 0.6580 ,592,900
2008,73,-,Ben Crane, 0.6580 ,"1,018","1,548"
2008,74,-,Paul Casey, 0.6570 ,615,936
2008,74,-,Jon Mills, 0.6570 ,"1,029","1,566"
2008,76,-,Olin Browne, 0.6560 ,886,"1,350"
2008,77,-,Dean Wilson, 0.6560 ,"1,240","1,890"
2008,78,-,Ryan Armour, 0.6560 ,980,"1,494"
2008,79,-,Ron Whittaker, 0.6550 ,566,864
2008,80,-,Jason Day, 0.6550 ,955,"1,458"
2008,81,-,K.J. Choi, 0.6550 ,825,"1,260"
2008,81,-,Vaughn Taylor, 0.6550 ,"1,214","1,854"
2008,83,-,Fred Couples, 0.6550 ,707,"1,080"
2008,83,-,Jim McGovern, 0.6550 ,813,"1,242"
2008,85,-,Tim Wilkinson, 0.6540 ,"1,024","1,566"
2008,86,-,Lucas Glover, 0.6540 ,"1,071","1,638"
2008,87,-,Todd Demsey, 0.6530 ,917,"1,404"
2008,88,-,Brenden Pappas, 0.6530 ,705,"1,080"
2008,89,-,Brian Davis, 0.6520 ,"1,268","1,944"
2008,90,-,David Toms, 0.6520 ,798,"1,224"
2008,91,-,Omar Uresti, 0.6520 ,821,"1,260"
2008,92,-,Richard Johnson, 0.6510 ,633,972
2008,93,-,Kevin Stadler, 0.6510 ,961,"1,476"
2008,94,-,Scott Verplank, 0.6510 ,949,"1,458"
2008,95,-,James Driscoll, 0.6510 ,925,"1,422"
2008,96,-,Stephen Ames, 0.6500 ,960,"1,476"
2008,97,-,Paul Claxton, 0.6500 ,667,"1,026"
2008,98,-,Cliff Kresge, 0.6500 ,936,"1,440"
2008,99,-,Brad Elder, 0.6490 ,713,"1,098"
2008,100,-,Peter Lonard, 0.6490 ,"1,028","1,584"
2008,101,-,Bart Bryant, 0.6490 ,946,"1,458"
2008,102,-,Kenneth Ferrie, 0.6480 ,747,"1,152"
2008,103,-,Scott McCarron, 0.6480 ,735,"1,134"
2008,104,-,Ken Duke, 0.6480 ,"1,353","2,088"
2008,104,-,Patrick Sheehan, 0.6480 ,"1,353","2,088"
2008,106,-,Davis Love III, 0.6470 ,909,"1,404"
2008,107,-,Will MacKenzie, 0.6470 ,722,"1,116"
2008,108,-,Doug LaBelle II, 0.6470 ,675,"1,044"
2008,109,-,Steve Flesch, 0.6460 ,"1,105","1,710"
2008,109,-,Mike Weir, 0.6460 ,"1,012","1,566"
2008,111,-,Camilo Villegas, 0.6460 ,907,"1,404"
2008,112,-,Brett Quigley, 0.6450 ,906,"1,404"
2008,113,-,Sean O'Hair, 0.6450 ,940,"1,458"
2008,114,-,Mark Calcavecchia, 0.6440 ,765,"1,188"
2008,114,-,Lee Janzen, 0.6440 ,962,"1,494"
2008,116,-,Nick O'Hern, 0.6440 ,927,"1,440"
2008,117,-,Glen Day, 0.6440 ,672,"1,044"
2008,118,-,Jeff Overton, 0.6410 ,"1,143","1,782"
2008,119,-,Joe Ogilvie, 0.6410 ,"1,108","1,728"
2008,120,-,Tom Pernice Jr., 0.6410 ,"1,200","1,872"
2008,121,-,Mark Hensby, 0.6410 ,819,"1,278"
2008,122,-,Shane Bertsch, 0.6410 ,"1,107","1,728"
2008,123,-,Nick Flanagan, 0.6400 ,979,"1,530"
2008,124,-,Frank Lickliter II, 0.6400 ,"1,232","1,926"
2008,125,-,Tag Ridings, 0.6400 ,"1,013","1,584"
2008,126,-,Matt Kuchar, 0.6390 ,943,"1,476"
2008,127,-,Steve Stricker, 0.6380 ,827,"1,296"
2008,128,-,Adam Scott, 0.6370 ,562,882
2008,129,-,Brian Gay, 0.6370 ,"1,078","1,692"
2008,129,-,Dustin Johnson, 0.6370 ,"1,055","1,656"
2008,131,-,Tim Clark, 0.6360 ,"1,019","1,602"
2008,131,-,Rod Pampling, 0.6360 ,916,"1,440"
2008,133,-,Kevin Na, 0.6360 ,"1,110","1,746"
2008,134,-,Carl Pettersson, 0.6350 ,"1,258","1,980"
2008,135,-,Billy Andrade, 0.6350 ,766,"1,206"
2008,136,-,John Rollins, 0.6350 ,"1,074","1,692"
2008,137,-,Ben Curtis, 0.6350 ,868,"1,368"
2008,137,-,Marc Turnesa, 0.6350 ,948,"1,494"
2008,139,-,Bob Sowards, 0.6340 ,628,990
2008,140,-,Jerry Kelly, 0.6340 ,958,"1,512"
2008,140,-,Brandt Snedeker, 0.6340 ,958,"1,512"
2008,142,-,Chris DiMarco, 0.6340 ,992,"1,566"
2008,143,-,Michael Letzig, 0.6330 ,957,"1,512"
2008,144,-,Tim Petrovic, 0.6320 ,"1,012","1,602"
2008,145,-,Nicholas Thompson, 0.6310 ,"1,216","1,926"
2008,146,-,Alex Cejka, 0.6310 ,784,"1,242"
2008,147,-,Jimmy Walker, 0.6310 ,738,"1,170"
2008,148,-,Trevor Immelman, 0.6310 ,772,"1,224"
2008,149,-,Jonathan Byrd, 0.6300 ,964,"1,530"
2008,150,-,Todd Hamilton, 0.6300 ,"1,043","1,656"
2008,151,-,Paul Goydos, 0.6300 ,884,"1,404"
2008,152,-,J.B. Holmes, 0.6290 ,963,"1,530"
2008,153,-,Jin Park, 0.6280 ,871,"1,386"
2008,154,-,Mathias Grönberg, 0.6280 ,938,"1,494"
2008,155,-,Jason Allred, 0.6270 ,643,"1,026"
2008,156,-,Ángel Cabrera, 0.6260 ,575,918
2008,157,-,Rocco Mediate, 0.6260 ,980,"1,566"
2008,158,-,Craig Kanada, 0.6250 ,664,"1,062"
2008,159,-,Parker McLachlin, 0.6250 ,945,"1,512"
2008,160,-,Kyle Thompson, 0.6240 ,719,"1,152"
2008,161,-,Alejandro Cañizares, 0.6240 ,494,792
2008,161,-,David Lutterus, 0.6240 ,595,954
2008,163,-,Tim Herron, 0.6230 ,"1,042","1,674"
2008,164,-,Matt Jones, 0.6220 ,"1,018","1,638"
2008,165,-,Tom Lehman, 0.6210 ,548,882
2008,166,-,Aaron Baddeley, 0.6200 ,815,"1,314"
2008,166,-,Stephen Leaney, 0.6200 ,547,882
2008,168,-,Stuart Appleby, 0.6190 ,936,"1,512"
