Year,Rank,SpacerDA,Player, FairwayRate ,FairwaysHit,FairwaysPossible
2006,46,-,Mark Wilson, 0.6720 ,712,"1,059"
2006,47,-,Greg Owen, 0.6710 ,721,"1,074"
2006,48,-,Brent Geiberger, 0.6700 ,907,"1,353"
2006,49,-,Steve Stricker, 0.6700 ,578,863
2006,50,-,Ryan Moore, 0.6700 ,608,908
2006,51,-,J.P. Hayes, 0.6690 ,513,767
2006,52,-,Luke Donald, 0.6690 ,589,881
2006,53,-,Jason Bohn, 0.6680 ,969,"1,451"
2006,54,-,Tommy Armour III, 0.6670 ,602,902
2006,55,-,Frank Lickliter II, 0.6660 ,898,"1,348"
2006,56,-,Ben Curtis, 0.6660 ,800,"1,201"
2006,57,-,Alex Cejka, 0.6640 ,842,"1,268"
2006,58,-,Jeff Brehaut, 0.6620 ,884,"1,336"
2006,59,-,Padraig Harrington, 0.6610 ,463,700
2006,60,-,Chris Smith, 0.6600 ,616,933
2006,61,-,Ted Purdy, 0.6590 ,930,"1,412"
2006,62,-,Stephen Leaney, 0.6580 ,768,"1,167"
2006,63,-,Mike Sposa, 0.6570 ,596,907
2006,64,-,Jeff Gove, 0.6570 ,795,"1,211"
2006,65,-,Steve Flesch, 0.6560 ,"1,052","1,604"
2006,66,-,Joey Sindelar, 0.6560 ,823,"1,255"
2006,67,-,Jonathan Kaye, 0.6540 ,840,"1,285"
2006,68,-,Mark Calcavecchia, 0.6530 ,847,"1,297"
2006,69,-,Tom Pernice Jr., 0.6530 ,944,"1,446"
2006,70,-,K.J. Choi, 0.6500 ,835,"1,284"
2006,71,-,Patrick Sheehan, 0.6500 ,906,"1,394"
2006,72,-,Scott Gutschewski, 0.6500 ,462,711
2006,73,-,John Senden, 0.6500 ,843,"1,298"
2006,74,-,Todd Fischer, 0.6480 ,892,"1,376"
2006,75,-,Jeff Sluman, 0.6480 ,910,"1,404"
2006,76,-,Kevin Sutherland, 0.6450 ,862,"1,336"
2006,77,-,Steve Jones, 0.6450 ,738,"1,144"
2006,78,-,Chris DiMarco, 0.6430 ,702,"1,091"
2006,79,-,John Rollins, 0.6420 ,815,"1,269"
2006,80,-,J.L. Lewis, 0.6420 ,511,796
2006,81,-,Peter Lonard, 0.6420 ,683,"1,064"
2006,82,-,Jonathan Byrd, 0.6420 ,587,915
2006,83,-,Mike Weir, 0.6410 ,759,"1,184"
2006,84,-,Charles Warren, 0.6410 ,803,"1,253"
2006,85,-,Joe Ogilvie, 0.6410 ,815,"1,272"
2006,86,-,D.J. Trahan, 0.6400 ,803,"1,254"
2006,87,-,Bob Estes, 0.6400 ,756,"1,181"
2006,87,-,Thomas Levet, 0.6400 ,457,714
2006,89,-,Justin Rose, 0.6400 ,848,"1,325"
2006,90,-,Sean O'Hair, 0.6370 ,874,"1,372"
2006,91,-,Lucas Glover, 0.6370 ,900,"1,413"
2006,92,-,Eric Axley, 0.6370 ,789,"1,239"
2006,93,-,Tim Petrovic, 0.6350 ,807,"1,270"
2006,94,-,Ben Crane, 0.6350 ,710,"1,118"
2006,95,-,Mathew Goggin, 0.6350 ,621,978
2006,96,-,Dean Wilson, 0.6350 ,980,"1,544"
2006,97,-,Vaughn Taylor, 0.6330 ,780,"1,232"
2006,98,-,Arjun Atwal, 0.6320 ,836,"1,322"
2006,98,-,Rich Beem, 0.6320 ,733,"1,159"
2006,100,-,Nathan Green, 0.6310 ,915,"1,450"
2006,101,-,Stephen Ames, 0.6300 ,546,867
2006,102,-,Robert Damron, 0.6290 ,798,"1,268"
2006,103,-,Will MacKenzie, 0.6290 ,770,"1,224"
2006,104,-,Billy Andrade, 0.6280 ,646,"1,028"
2006,105,-,Bubba Dickerson, 0.6280 ,841,"1,339"
2006,106,-,Paul Azinger, 0.6270 ,760,"1,213"
2006,107,-,Henrik Bjornstad, 0.6260 ,830,"1,327"
2006,108,-,Arron Oberholser, 0.6250 ,691,"1,105"
2006,109,-,Steve Lowery, 0.6250 ,844,"1,350"
2006,110,-,Mathias Grönberg, 0.6250 ,777,"1,243"
2006,111,-,Freddie Jacobson, 0.6250 ,489,783
2006,112,-,Bernhard Langer, 0.6240 ,626,"1,003"
2006,113,-,David Howell, 0.6240 ,393,630
2006,114,-,D.A. Points, 0.6240 ,696,"1,116"
2006,115,-,Trevor Immelman, 0.6210 ,745,"1,200"
2006,116,-,Ryan Palmer, 0.6200 ,856,"1,380"
2006,117,-,Adam Scott, 0.6200 ,589,950
2006,118,-,Bob May, 0.6190 ,533,861
2006,119,-,Geoff Ogilvy, 0.6190 ,609,984
2006,120,-,Shaun Micheel, 0.6180 ,799,"1,293"
2006,121,-,Nick Watney, 0.6180 ,818,"1,324"
2006,122,-,Brett Wetterich, 0.6150 ,700,"1,139"
2006,123,-,Shigeki Maruyama, 0.6140 ,788,"1,284"
2006,123,-,Jesper Parnevik, 0.6140 ,718,"1,170"
2006,125,-,Paul Stankowski, 0.6120 ,597,975
2006,126,-,Marco Dawson, 0.6120 ,742,"1,213"
2006,127,-,Bob Tway, 0.6120 ,666,"1,089"
2006,128,-,Brandt Jobe, 0.6110 ,750,"1,227"
2006,129,-,Woody Austin, 0.6110 ,910,"1,489"
2006,129,-,Sergio Garcia, 0.6110 ,473,774
2006,131,-,Ian Leggatt, 0.6110 ,647,"1,059"
2006,132,-,Carl Pettersson, 0.6100 ,795,"1,303"
2006,133,-,Michael Connell, 0.6100 ,408,669
2006,134,-,Chris Couch, 0.6100 ,636,"1,043"
2006,135,-,Tom Lehman, 0.6100 ,509,835
2006,136,-,Harrison Frazar, 0.6090 ,774,"1,270"
2006,137,-,Aaron Baddeley, 0.6070 ,645,"1,062"
2006,138,-,Bo Van Pelt, 0.6070 ,864,"1,423"
2006,139,-,Tiger Woods, 0.6070 ,442,728
2006,140,-,Danny Ellis, 0.6060 ,541,893
2006,141,-,Rod Pampling, 0.6050 ,708,"1,171"
2006,142,-,J.J. Henry, 0.6000 ,778,"1,296"
2006,143,-,Jason Gore, 0.6000 ,705,"1,176"
2006,144,-,Davis Love III, 0.5990 ,636,"1,062"
2006,145,-,Matt Hansen, 0.5990 ,550,919
2006,146,-,Brian Bateman, 0.5980 ,541,905
2006,147,-,Chad Campbell, 0.5980 ,725,"1,213"
2006,148,-,Stewart Cink, 0.5970 ,731,"1,224"
2006,149,-,José María Olazábal, 0.5970 ,484,811
2006,150,-,Stuart Appleby, 0.5960 ,651,"1,092"
2006,151,-,Troy Matteson, 0.5950 ,837,"1,408"
2006,152,-,Jason Schultz, 0.5940 ,621,"1,045"
2006,153,-,Vijay Singh, 0.5940 ,831,"1,399"
2006,154,-,Kris Cox, 0.5930 ,669,"1,128"
2006,154,-,Pat Perez, 0.5930 ,414,698
2006,156,-,Hidemichi Tanaka, 0.5890 ,600,"1,019"
2006,157,-,Brett Quigley, 0.5890 ,861,"1,463"
2006,158,-,John Huston, 0.5870 ,588,"1,001"
2006,159,-,Ryuji Imada, 0.5860 ,833,"1,421"
2006,160,-,Phil Mickelson, 0.5860 ,565,964
2006,161,-,Tim Herron, 0.5830 ,658,"1,129"
2006,161,-,Jeff Overton, 0.5830 ,757,"1,299"
2006,163,-,Dudley Hart, 0.5810 ,672,"1,156"
2006,164,-,"John Engler, Jr.", 0.5810 ,543,935
2006,165,-,Camilo Villegas, 0.5810 ,753,"1,297"
2006,166,-,Craig Barlow, 0.5800 ,592,"1,020"
2006,167,-,Michael Allen, 0.5800 ,681,"1,174"
2006,167,-,Charley Hoffman, 0.5800 ,793,"1,367"
2006,169,-,"Wes Short, Jr.", 0.5780 ,761,"1,317"
2006,170,-,Bill Haas, 0.5770 ,771,"1,336"
2006,171,-,Ernie Els, 0.5760 ,514,892
2006,172,-,Vance Veazey, 0.5760 ,475,825
2006,173,-,Brad Faxon, 0.5760 ,628,"1,091"
2006,174,-,Roger Tambellini, 0.5750 ,489,850
2006,175,-,Mark O'Meara, 0.5740 ,398,694
2006,176,-,Retief Goosen, 0.5730 ,480,838
2006,177,-,Robert Garrigus, 0.5730 ,663,"1,158"
2006,178,-,Jon Mills, 0.5710 ,526,922
2006,179,-,Daniel Chopra, 0.5680 ,847,"1,492"
2006,180,-,Len Mattiace, 0.5670 ,465,820
2006,181,-,Rory Sabbatini, 0.5650 ,653,"1,156"
2006,182,-,Charles Howell III, 0.5640 ,732,"1,298"
2006,182,-,Lee Janzen, 0.5640 ,618,"1,096"
2006,184,-,Todd Hamilton, 0.5630 ,566,"1,005"
2006,185,-,Carlos Franco, 0.5570 ,668,"1,199"
2006,186,-,Fred Couples, 0.5440 ,380,699
2006,187,-,J.B. Holmes, 0.5410 ,583,"1,077"
2006,188,-,Tag Ridings, 0.5410 ,752,"1,390"
2006,189,-,Greg Chalmers, 0.5390 ,504,935
2006,190,-,John Daly, 0.5250 ,360,686
2006,191,-,Bubba Watson, 0.5150 ,566,"1,099"
2006,192,-,Alex Aragon, 0.5110 ,435,851
2006,193,-,David Duval, 0.5110 ,493,965
2006,194,-,Ryan Hietala, 0.5100 ,420,823
2006,195,-,James Driscoll, 0.5050 ,564,"1,116"
2006,196,-,Jimmy Walker, 0.4980 ,402,808
2007,1,-,José Coceres, 0.7550 ,486,644
2007,2,-,Fred Funk, 0.7530 ,642,853
2007,3,-,Jim Furyk, 0.7440 ,859,"1,155"
2007,4,-,Michael Boyd, 0.7430 ,594,799
2007,5,-,Joe Durant, 0.7370 ,903,"1,225"
2007,6,-,Heath Slocum, 0.7330 ,"1,031","1,407"
2007,7,-,Craig Bowden, 0.7310 ,776,"1,062"
2007,8,-,Zach Johnson, 0.7310 ,767,"1,050"
2007,9,-,Brian Gay, 0.7290 ,"1,049","1,439"
2007,10,-,Mark Brooks, 0.7280 ,498,684
2007,11,-,Doug LaBelle II, 0.7280 ,"1,016","1,396"
2007,12,-,Jay Williamson, 0.7260 ,508,700
2007,13,-,Brian Davis, 0.7200 ,"1,019","1,416"
2007,14,-,Steve Elkington, 0.7180 ,829,"1,154"
2007,15,-,Tom Byrum, 0.7180 ,480,669
2007,16,-,Scott Verplank, 0.7140 ,812,"1,137"
2007,17,-,Chris Riley, 0.7140 ,549,769
2007,18,-,Billy Mayfair, 0.7070 ,965,"1,365"
2007,19,-,Bart Bryant, 0.7070 ,850,"1,203"
2007,20,-,Glen Day, 0.7040 ,795,"1,129"
2007,21,-,Kirk Triplett, 0.7040 ,756,"1,074"
2007,22,-,Ryan Armour, 0.7030 ,"1,011","1,438"
2007,23,-,Gavin Coles, 0.7030 ,813,"1,157"
2007,24,-,Tommy Armour III, 0.7020 ,755,"1,076"
2007,25,-,Justin Leonard, 0.7010 ,933,"1,332"
2007,26,-,John Mallinger, 0.6990 ,934,"1,336"
2007,27,-,Robert Gamez, 0.6930 ,812,"1,172"
2007,28,-,Tim Clark, 0.6900 ,615,892
2007,29,-,Paul Goydos, 0.6880 ,563,818
2007,30,-,Corey Pavin, 0.6880 ,779,"1,132"
2007,31,-,Jaco Van Zyl, 0.6860 ,470,685
2007,32,-,Kent Jones, 0.6850 ,927,"1,354"
2007,33,-,Darron Stiles, 0.6840 ,583,853
2007,34,-,Jerry Kelly, 0.6830 ,930,"1,362"
2007,35,-,Luke Donald, 0.6820 ,644,945
2007,36,-,Alex Cejka, 0.6810 ,740,"1,087"
2007,37,-,Hunter Mahan, 0.6810 ,867,"1,274"
2007,38,-,Rocco Mediate, 0.6780 ,681,"1,005"
2007,39,-,Shaun Micheel, 0.6770 ,835,"1,233"
2007,40,-,Cameron Beckman, 0.6770 ,870,"1,285"
2007,41,-,Ken Duke, 0.6750 ,"1,057","1,566"
2007,42,-,Daisuke Maruyama, 0.6740 ,772,"1,145"
2007,43,-,Ben Curtis, 0.6740 ,762,"1,131"
2007,44,-,Mathew Goggin, 0.6740 ,910,"1,351"
2007,45,-,Jim Rutledge, 0.6730 ,518,770
2007,46,-,Mark Wilson, 0.6710 ,773,"1,152"
2007,47,-,Stephen Ames, 0.6710 ,727,"1,084"
2007,48,-,Anders Hansen, 0.6700 ,480,717
2007,49,-,Tom Pernice Jr., 0.6680 ,973,"1,456"
2007,50,-,Charles Warren, 0.6680 ,942,"1,410"
2007,51,-,Peter Lonard, 0.6670 ,753,"1,129"
2007,52,-,Charlie Wi, 0.6660 ,817,"1,227"
2007,53,-,Chris Stroud, 0.6660 ,597,897
2007,54,-,Steve Wheatcroft, 0.6630 ,639,964
2007,55,-,Briny Baird, 0.6620 ,"1,026","1,549"
2007,56,-,Matt Kuchar, 0.6620 ,752,"1,136"
2007,57,-,Jeff Brehaut, 0.6600 ,525,795
2007,58,-,Jeff Quinney, 0.6600 ,877,"1,329"
2007,59,-,Craig Kanada, 0.6600 ,967,"1,466"
2007,60,-,John Senden, 0.6590 ,897,"1,361"
2007,61,-,Stephen Leaney, 0.6580 ,751,"1,141"
2007,62,-,David Branshaw, 0.6570 ,760,"1,156"
2007,63,-,Jeff Maggert, 0.6570 ,727,"1,106"
2007,64,-,Jeff Gove, 0.6570 ,943,"1,436"
2007,65,-,Frank Lickliter II, 0.6560 ,871,"1,327"
2007,66,-,Richard Johnson, 0.6560 ,830,"1,266"
2007,67,-,Paul Gow, 0.6550 ,604,922
2007,68,-,D.J. Trahan, 0.6540 ,902,"1,380"
2007,69,-,Joey Sindelar, 0.6530 ,681,"1,043"
2007,70,-,Bob Estes, 0.6530 ,803,"1,230"
2007,71,-,Rich Beem, 0.6530 ,815,"1,249"
2007,72,-,Jason Bohn, 0.6520 ,517,793
2007,73,-,Mark Calcavecchia, 0.6510 ,811,"1,246"
2007,74,-,Duffy Waldorf, 0.6490 ,628,968
2007,75,-,Trevor Immelman, 0.6490 ,620,956
2007,75,-,David Toms, 0.6490 ,703,"1,084"
2007,77,-,John Rollins, 0.6480 ,917,"1,415"
2007,78,-,Bob Heintz, 0.6470 ,729,"1,126"
2007,79,-,K.J. Choi, 0.6470 ,772,"1,193"
2007,79,-,Sean O'Hair, 0.6470 ,891,"1,377"
2007,81,-,Boo Weekley, 0.6470 ,878,"1,358"
2007,82,-,Kenny Perry, 0.6460 ,745,"1,153"
2007,83,-,Tom Johnson, 0.6460 ,647,"1,002"
2007,84,-,Tripp Isenhour, 0.6440 ,737,"1,145"
2007,85,-,Michael Allen, 0.6430 ,627,975
2007,85,-,Ted Purdy, 0.6430 ,881,"1,370"
2007,87,-,Vaughn Taylor, 0.6420 ,780,"1,215"
2007,88,-,Johnson Wagner, 0.6420 ,869,"1,354"
2007,89,-,Lucas Glover, 0.6410 ,873,"1,361"
2007,90,-,Greg Owen, 0.6410 ,710,"1,108"
2007,91,-,Tom Lehman, 0.6400 ,555,867
2007,92,-,Ryan Moore, 0.6400 ,823,"1,286"
2007,92,-,Dean Wilson, 0.6400 ,823,"1,286"
2007,94,-,J.J. Henry, 0.6400 ,763,"1,193"
2007,95,-,Justin Rose, 0.6390 ,530,829
2007,96,-,Mike Weir, 0.6380 ,725,"1,136"
2007,97,-,Steve Stricker, 0.6370 ,715,"1,122"
2007,98,-,Jeff Overton, 0.6370 ,515,809
2007,99,-,Freddie Jacobson, 0.6360 ,626,984
2007,100,-,Steve Flesch, 0.6360 ,888,"1,397"
2007,101,-,Mark Hensby, 0.6350 ,717,"1,130"
2007,102,-,Jason Gore, 0.6330 ,760,"1,200"
2007,102,-,Steve Lowery, 0.6330 ,658,"1,039"
2007,102,-,Rod Pampling, 0.6330 ,803,"1,268"
2007,105,-,Woody Austin, 0.6330 ,839,"1,325"
2007,106,-,Craig Lile, 0.6330 ,665,"1,051"
2007,107,-,Ian Poulter, 0.6320 ,533,843
2007,108,-,Shigeki Maruyama, 0.6300 ,731,"1,160"
2007,109,-,Bill Haas, 0.6290 ,781,"1,241"
2007,110,-,Chad Campbell, 0.6280 ,793,"1,263"
2007,111,-,Nick O'Hern, 0.6270 ,598,954
2007,112,-,Dicky Pride, 0.6270 ,587,937
2007,113,-,Kevin Na, 0.6260 ,736,"1,175"
2007,114,-,Matt Hendrix, 0.6260 ,533,851
2007,115,-,Jesper Parnevik, 0.6230 ,729,"1,170"
2007,116,-,D.J. Brigman, 0.6220 ,548,881
2007,117,-,Will MacKenzie, 0.6210 ,867,"1,396"
2007,118,-,Bo Van Pelt, 0.6200 ,898,"1,449"
2007,119,-,Michael Sim, 0.6190 ,452,730
2007,120,-,Nathan Green, 0.6180 ,851,"1,377"
2007,120,-,Chris Tidland, 0.6180 ,474,767
2007,122,-,Tim Herron, 0.6180 ,810,"1,311"
2007,123,-,Arron Oberholser, 0.6170 ,588,953
2007,124,-,Bubba Dickerson, 0.6170 ,404,655
2007,125,-,John Merrick, 0.6140 ,756,"1,231"
2007,126,-,J.P. Hayes, 0.6130 ,759,"1,239"
2007,127,-,Joe Ogilvie, 0.6120 ,834,"1,362"
2007,128,-,Cliff Kresge, 0.6120 ,913,"1,493"
2007,129,-,Pat Perez, 0.6110 ,684,"1,119"
2007,130,-,Nick Watney, 0.6100 ,742,"1,216"
2007,131,-,Craig Barlow, 0.6100 ,442,725
2007,132,-,Robert Allenby, 0.6090 ,760,"1,249"
2007,133,-,Jarrod Lyle, 0.6080 ,620,"1,019"
2007,134,-,Anthony Kim, 0.6080 ,786,"1,293"
2007,135,-,Jason Dufner, 0.6070 ,848,"1,396"
2007,136,-,Steve Marino, 0.6070 ,867,"1,428"
2007,137,-,Kevin Sutherland, 0.6060 ,719,"1,186"
2007,138,-,Jason Schultz, 0.6060 ,500,825
2007,139,-,Bob Tway, 0.6050 ,836,"1,383"
2007,140,-,Stuart Appleby, 0.6040 ,620,"1,026"
2007,141,-,Kevin Stadler, 0.6030 ,769,"1,276"
2007,142,-,Camilo Villegas, 0.6020 ,686,"1,139"
2007,143,-,Tim Petrovic, 0.6020 ,890,"1,478"
2007,144,-,Steve Allan, 0.6010 ,493,821
2007,145,-,Paul Stankowski, 0.6000 ,401,668
2007,146,-,Aaron Baddeley, 0.6000 ,675,"1,125"
2007,147,-,Michael Putnam, 0.6000 ,773,"1,289"
2007,148,-,Troy Matteson, 0.5990 ,728,"1,215"
2007,149,-,Jonathan Byrd, 0.5980 ,611,"1,021"
2007,149,-,Marco Dawson, 0.5980 ,593,991
2007,149,-,George McNeill, 0.5980 ,757,"1,265"
2007,152,-,Tiger Woods, 0.5980 ,505,844
2007,153,-,Brandt Snedeker, 0.5980 ,842,"1,408"
2007,154,-,Mathias Grönberg, 0.5970 ,791,"1,325"
2007,155,-,Vijay Singh, 0.5970 ,837,"1,403"
2007,156,-,Billy Andrade, 0.5960 ,729,"1,224"
2007,157,-,Carl Pettersson, 0.5940 ,919,"1,547"
2007,157,-,Jeff Sluman, 0.5940 ,461,776
2007,159,-,Brendon de Jonge, 0.5920 ,595,"1,005"
2007,160,-,Adam Scott, 0.5920 ,568,960
2007,161,-,Kyle Reifers, 0.5920 ,572,967
2007,162,-,Rory Sabbatini, 0.5910 ,657,"1,111"
2007,163,-,Lee Janzen, 0.5910 ,528,894
2007,164,-,Chris DiMarco, 0.5910 ,636,"1,077"
2007,165,-,Geoff Ogilvy, 0.5900 ,648,"1,098"
2007,166,-,Ryuji Imada, 0.5880 ,821,"1,397"
2007,167,-,Brian Bateman, 0.5870 ,420,715
2007,168,-,J.B. Holmes, 0.5870 ,567,966
2007,169,-,Davis Love III, 0.5860 ,536,915
2007,170,-,Brett Wetterich, 0.5820 ,710,"1,221"
2007,171,-,Andrew Buckle, 0.5810 ,611,"1,051"
2007,172,-,Rich Barcelo, 0.5810 ,633,"1,090"
2007,173,-,Ryan Palmer, 0.5790 ,735,"1,269"
2007,174,-,Padraig Harrington, 0.5750 ,501,871
2007,175,-,Tag Ridings, 0.5710 ,398,697
2007,176,-,Charley Hoffman, 0.5710 ,774,"1,356"
2007,177,-,Todd Hamilton, 0.5710 ,606,"1,062"
2007,178,-,Parker McLachlin, 0.5700 ,630,"1,105"
2007,179,-,Ernie Els, 0.5700 ,465,816
2007,180,-,Henrik Stenson, 0.5700 ,368,646
2007,181,-,Phil Mickelson, 0.5690 ,566,994
2007,182,-,Chris Couch, 0.5660 ,601,"1,062"
2007,183,-,Stewart Cink, 0.5650 ,698,"1,236"
2007,184,-,Sergio Garcia, 0.5630 ,520,924
2007,185,-,Scott Gutschewski, 0.5600 ,493,881
2007,186,-,Brett Quigley, 0.5590 ,611,"1,093"
2007,187,-,Eric Axley, 0.5590 ,836,"1,496"
2007,188,-,Bubba Watson, 0.5570 ,620,"1,114"
2007,189,-,Daniel Chopra, 0.5530 ,819,"1,480"
2007,190,-,Harrison Frazar, 0.5510 ,663,"1,204"
2007,191,-,Bryce Molder, 0.5480 ,415,757
2007,192,-,Retief Goosen, 0.5360 ,362,676
2007,193,-,Robert Garrigus, 0.5290 ,702,"1,328"
2007,194,-,José María Olazábal, 0.5050 ,353,699
2007,195,-,Charles Howell III, 0.4950 ,595,"1,201"
2007,196,-,John Daly, 0.4190 ,347,829
2008,1,-,Olin Browne, 0.8040 ,838,"1,042"
2008,2,-,Omar Uresti, 0.7490 ,729,974
2008,3,-,Heath Slocum, 0.7400 ,"1,073","1,451"
2008,4,-,Bart Bryant, 0.7390 ,834,"1,129"
2008,5,-,Zach Johnson, 0.7370 ,870,"1,180"
2008,6,-,Scott Verplank, 0.7360 ,835,"1,135"
2008,7,-,Robert Gamez, 0.7340 ,785,"1,070"
2008,8,-,Joe Durant, 0.7310 ,854,"1,169"
2008,9,-,Chez Reavie, 0.7260 ,989,"1,363"
2008,10,-,Brian Davis, 0.7250 ,"1,090","1,504"
2008,11,-,Jeff Gove, 0.7240 ,465,642
2008,12,-,Nick O'Hern, 0.7230 ,808,"1,118"
2008,13,-,Billy Mayfair, 0.7220 ,"1,037","1,437"
2008,14,-,Ron Whittaker, 0.7210 ,480,666
2008,15,-,Gavin Coles, 0.7200 ,460,639
2008,16,-,Kent Jones, 0.7180 ,619,862
2008,17,-,Brian Gay, 0.7170 ,942,"1,313"
2008,18,-,Paul Claxton, 0.7100 ,562,792
2008,19,-,Paul Goydos, 0.7090 ,773,"1,091"
2008,20,-,Mark Wilson, 0.7070 ,"1,056","1,493"
2008,21,-,Shane Bertsch, 0.7050 ,941,"1,334"
2008,22,-,Steve Elkington, 0.7040 ,824,"1,170"
2008,23,-,Ryan Armour, 0.6990 ,805,"1,152"
2008,24,-,Jay Williamson, 0.6970 ,857,"1,229"
2008,25,-,Michael Allen, 0.6950 ,882,"1,270"
2008,26,-,John Mallinger, 0.6940 ,918,"1,323"
2008,27,-,Craig Kanada, 0.6940 ,571,823
2008,28,-,Jim Furyk, 0.6940 ,915,"1,319"
2008,29,-,Corey Pavin, 0.6920 ,623,900
2008,30,-,Scott McCarron, 0.6920 ,609,880
2008,31,-,John Riegger, 0.6910 ,646,935
2008,32,-,Glen Day, 0.6900 ,557,807
2008,33,-,Jin Park, 0.6880 ,736,"1,070"
2008,34,-,Greg Kraft, 0.6870 ,527,767
2008,35,-,John Senden, 0.6820 ,875,"1,283"
2008,36,-,Kenneth Ferrie, 0.6810 ,607,891
2008,37,-,Doug LaBelle II, 0.6810 ,552,811
2008,38,-,John Rollins, 0.6790 ,892,"1,313"
2008,39,-,Kevin Na, 0.6780 ,916,"1,351"
2008,40,-,Justin Leonard, 0.6770 ,902,"1,332"
2008,41,-,Jason Gore, 0.6770 ,885,"1,307"
2008,42,-,Cameron Beckman, 0.6760 ,744,"1,100"
2008,42,-,Ben Crane, 0.6760 ,811,"1,199"
2008,44,-,Bob Tway, 0.6730 ,600,891
2008,45,-,Charlie Wi, 0.6730 ,909,"1,350"
2008,46,-,Jonathan Byrd, 0.6730 ,799,"1,187"
2008,47,-,Ben Curtis, 0.6720 ,715,"1,064"
2008,48,-,Rich Beem, 0.6690 ,840,"1,255"
2008,49,-,Stephen Leaney, 0.6690 ,457,683
2008,50,-,Jeff Maggert, 0.6690 ,800,"1,196"
2008,51,-,Todd Hamilton, 0.6690 ,858,"1,283"
2008,52,-,Nicholas Thompson, 0.6690 ,996,"1,490"
2008,53,-,Tim Wilkinson, 0.6670 ,810,"1,214"
2008,54,-,Tim Petrovic, 0.6650 ,825,"1,240"
2008,55,-,Chris Riley, 0.6650 ,397,597
2008,56,-,Bob Estes, 0.6650 ,815,"1,226"
2008,56,-,Patrick Sheehan, 0.6650 ,"1,073","1,614"
2008,58,-,Chris Stroud, 0.6640 ,693,"1,044"
2008,59,-,Jerry Kelly, 0.6620 ,776,"1,172"
2008,60,-,Woody Austin, 0.6620 ,975,"1,473"
2008,61,-,Briny Baird, 0.6600 ,966,"1,463"
2008,62,-,Hunter Mahan, 0.6600 ,785,"1,189"
2008,63,-,Scott Sterling, 0.6600 ,763,"1,156"
2008,64,-,Peter Lonard, 0.6590 ,808,"1,226"
2008,65,-,John Huston, 0.6590 ,475,721
2008,66,-,Justin Bolli, 0.6570 ,735,"1,118"
2008,66,-,Ryan Moore, 0.6570 ,660,"1,004"
2008,68,-,Chad Campbell, 0.6570 ,861,"1,311"
2008,69,-,Rod Pampling, 0.6570 ,732,"1,115"
2008,70,-,Robert Allenby, 0.6560 ,980,"1,493"
2008,71,-,J.J. Henry, 0.6560 ,988,"1,506"
2008,72,-,David Toms, 0.6560 ,623,950
2008,73,-,Matt Kuchar, 0.6550 ,751,"1,146"
2008,74,-,Mark Calcavecchia, 0.6540 ,604,923
2008,75,-,Charles Warren, 0.6540 ,721,"1,102"
2008,76,-,Alex Cejka, 0.6540 ,628,960
2008,77,-,Todd Demsey, 0.6540 ,710,"1,086"
2008,78,-,D.J. Trahan, 0.6530 ,853,"1,306"
2008,78,-,Marc Turnesa, 0.6530 ,755,"1,156"
2008,80,-,John Merrick, 0.6520 ,818,"1,254"
2008,81,-,Joe Ogilvie, 0.6520 ,875,"1,342"
2008,82,-,Frank Lickliter II, 0.6500 ,967,"1,488"
2008,83,-,Tim Clark, 0.6500 ,809,"1,245"
2008,84,-,Mathew Goggin, 0.6490 ,823,"1,268"
2008,85,-,Boo Weekley, 0.6480 ,753,"1,163"
2008,86,-,Rocco Mediate, 0.6470 ,785,"1,214"
2008,87,-,Tom Lehman, 0.6450 ,442,685
2008,88,-,Michael Letzig, 0.6440 ,754,"1,170"
2008,89,-,Richard Johnson, 0.6420 ,482,751
2008,90,-,Tom Pernice Jr., 0.6400 ,926,"1,447"
2008,91,-,Steve Marino, 0.6380 ,"1,022","1,601"
2008,92,-,Jim McGovern, 0.6370 ,611,960
2008,93,-,Y.E. Yang, 0.6340 ,770,"1,214"
2008,94,-,Tom Scherrer, 0.6340 ,441,696
2008,95,-,Tommy Armour III, 0.6340 ,643,"1,015"
2008,95,-,Charley Hoffman, 0.6340 ,816,"1,288"
2008,97,-,Pat Perez, 0.6330 ,813,"1,285"
2008,98,-,J.P. Hayes, 0.6320 ,590,933
2008,99,-,Chris DiMarco, 0.6310 ,765,"1,212"
2008,100,-,Ryan Palmer, 0.6290 ,552,877
2008,101,-,Lee Janzen, 0.6290 ,726,"1,154"
2008,102,-,Mathias Grönberg, 0.6280 ,725,"1,155"
2008,103,-,Stephen Ames, 0.6270 ,720,"1,148"
2008,104,-,Nick Flanagan, 0.6270 ,740,"1,181"
2008,105,-,Will MacKenzie, 0.6260 ,539,861
2008,106,-,Mike Weir, 0.6250 ,762,"1,220"
2008,107,-,Trevor Immelman, 0.6250 ,592,948
2008,108,-,Kyle Thompson, 0.6240 ,557,892
2008,109,-,Paul Casey, 0.6240 ,452,724
2008,110,-,Vaughn Taylor, 0.6240 ,898,"1,439"
2008,111,-,Alejandro Cañizares, 0.6240 ,381,611
2008,112,-,Ken Duke, 0.6230 ,"1,005","1,614"
2008,113,-,Cliff Kresge, 0.6230 ,693,"1,113"
2008,114,-,Martin Laird, 0.6230 ,798,"1,282"
2008,115,-,Kevin Streelman, 0.6220 ,935,"1,503"
