Year,Rank,SpacerDA,Player, FairwayRate ,FairwaysHit,FairwaysPossible
1998,56,-,Stephen Ames, 0.7210 ,483,670
1998,57,-,Jesper Parnevik, 0.7200 ,654,908
1998,58,-,Mike Brisky, 0.7200 ,873,"1,213"
1998,59,-,Brandel Chamblee, 0.7200 ,806,"1,120"
1998,60,-,David Duval, 0.7190 ,794,"1,104"
1998,60,-,Curtis Strange, 0.7190 ,461,641
1998,62,-,Clarence Rose, 0.7180 ,981,"1,366"
1998,63,-,Dicky Pride, 0.7180 ,591,823
1998,64,-,Robert Gamez, 0.7180 ,690,961
1998,65,-,Omar Uresti, 0.7160 ,"1,089","1,520"
1998,66,-,Glen Day, 0.7150 ,899,"1,258"
1998,67,-,Bobby Gage, 0.7140 ,518,726
1998,68,-,Brent Geiberger, 0.7130 ,888,"1,245"
1998,69,-,Russ Cochran, 0.7130 ,876,"1,229"
1998,70,-,Rocco Mediate, 0.7130 ,816,"1,145"
1998,71,-,Kent Jones, 0.7120 ,863,"1,213"
1998,72,-,Glen Hnatiuk, 0.7110 ,823,"1,157"
1998,73,-,Sonny Skinner, 0.7100 ,851,"1,198"
1998,73,-,Jeff Sluman, 0.7100 ,"1,050","1,478"
1998,75,-,Mark Wiebe, 0.7100 ,784,"1,104"
1998,76,-,Doug Barron, 0.7090 ,881,"1,242"
1998,76,-,Jay Don Blake, 0.7090 ,771,"1,087"
1998,76,-,Willie Wood, 0.7090 ,820,"1,156"
1998,79,-,Craig Parry, 0.7080 ,446,630
1998,80,-,Craig Stadler, 0.7080 ,603,852
1998,81,-,Scott Verplank, 0.7070 ,949,"1,343"
1998,82,-,David Ogrin, 0.7060 ,986,"1,396"
1998,83,-,Tom Kite, 0.7050 ,611,867
1998,84,-,Chris Perry, 0.7040 ,"1,050","1,492"
1998,85,-,Richie Coughlan, 0.7040 ,924,"1,313"
1998,86,-,Franklin Langham, 0.7030 ,903,"1,284"
1998,87,-,Frank Nobilo, 0.7020 ,590,840
1998,88,-,Jonathan Kaye, 0.7020 ,618,880
1998,89,-,Bobby Wadkins, 0.7010 ,880,"1,255"
1998,90,-,Joe Ozaki, 0.7000 ,518,740
1998,91,-,Mark Calcavecchia, 0.7000 ,898,"1,283"
1998,92,-,Joey Sindelar, 0.6990 ,939,"1,343"
1998,93,-,Larry Rinker, 0.6980 ,905,"1,296"
1998,94,-,Robert Damron, 0.6980 ,857,"1,228"
1998,95,-,Grant Waite, 0.6970 ,926,"1,328"
1998,96,-,Corey Pavin, 0.6970 ,633,908
1998,97,-,Stewart Cink, 0.6950 ,903,"1,300"
1998,97,-,Davis Love III, 0.6950 ,680,979
1998,99,-,Lee Janzen, 0.6940 ,757,"1,091"
1998,100,-,Greg Kraft, 0.6940 ,804,"1,159"
1998,101,-,Mark Wurtz, 0.6940 ,532,767
1998,102,-,Donnie Hammond, 0.6930 ,843,"1,216"
1998,103,-,Tim Conley, 0.6930 ,677,977
1998,104,-,Andrew Magee, 0.6910 ,888,"1,286"
1998,105,-,Steve Jones, 0.6890 ,732,"1,063"
1998,106,-,Mike Small, 0.6880 ,624,907
1998,107,-,Lennie Clements, 0.6880 ,672,977
1998,108,-,Kelly Gibson, 0.6880 ,"1,026","1,492"
1998,109,-,Dave Barr, 0.6860 ,574,837
1998,110,-,Steve Jurgensen, 0.6840 ,687,"1,005"
1998,111,-,Paul Stankowski, 0.6830 ,735,"1,076"
1998,112,-,Chris DiMarco, 0.6830 ,914,"1,339"
1998,113,-,Brad Faxon, 0.6820 ,744,"1,091"
1998,114,-,Mike Standly, 0.6790 ,816,"1,201"
1998,115,-,Tommy Armour III, 0.6790 ,824,"1,213"
1998,116,-,Tiger Woods, 0.6790 ,655,965
1998,117,-,Mark Brooks, 0.6790 ,834,"1,229"
1998,118,-,Bob Tway, 0.6760 ,927,"1,371"
1998,119,-,Jerry Kelly, 0.6760 ,876,"1,296"
1998,120,-,Ernie Els, 0.6750 ,416,616
1998,121,-,Gabriel Hjertstedt, 0.6750 ,676,"1,002"
1998,122,-,Kenny Perry, 0.6750 ,773,"1,146"
1998,123,-,Jim McGovern, 0.6740 ,799,"1,185"
1998,124,-,Len Mattiace, 0.6740 ,970,"1,440"
1998,125,-,David Toms, 0.6730 ,797,"1,184"
1998,126,-,Mark O'Meara, 0.6720 ,601,894
1998,127,-,Phil Mickelson, 0.6720 ,705,"1,049"
1998,128,-,Paul Azinger, 0.6720 ,638,950
1998,129,-,Vijay Singh, 0.6710 ,833,"1,241"
1998,130,-,Jay Delsing, 0.6710 ,701,"1,045"
1998,131,-,Payne Stewart, 0.6690 ,674,"1,007"
1998,132,-,Neal Lancaster, 0.6680 ,803,"1,202"
1998,133,-,Steve Pate, 0.6670 ,793,"1,189"
1998,134,-,Tom Pernice Jr., 0.6670 ,734,"1,101"
1998,135,-,Phil Tataurangi, 0.6660 ,735,"1,103"
1998,136,-,Steve Stricker, 0.6660 ,724,"1,087"
1998,137,-,Brett Quigley, 0.6660 ,818,"1,229"
1998,138,-,Keith Fergus, 0.6650 ,490,737
1998,139,-,Harrison Frazar, 0.6650 ,753,"1,133"
1998,140,-,Guy Boros, 0.6640 ,807,"1,215"
1998,140,-,Steve Lowery, 0.6640 ,799,"1,203"
1998,142,-,Keith Nolan, 0.6640 ,500,753
1998,143,-,Jeff Gallagher, 0.6640 ,825,"1,243"
1998,144,-,Scott Simpson, 0.6620 ,527,796
1998,145,-,Peter Jacobsen, 0.6610 ,599,906
1998,146,-,Brad Fabel, 0.6610 ,849,"1,285"
1998,147,-,Billy Andrade, 0.6600 ,875,"1,325"
1998,148,-,Sandy Lyle, 0.6600 ,525,796
1998,149,-,J.P. Hayes, 0.6580 ,595,905
1998,150,-,David Sutherland, 0.6570 ,851,"1,296"
1998,151,-,Rick Fehr, 0.6550 ,568,867
1998,152,-,Mike Weir, 0.6550 ,705,"1,077"
1998,153,-,Tim Herron, 0.6540 ,860,"1,315"
1998,153,-,Ted Tryba, 0.6540 ,960,"1,468"
1998,155,-,Stuart Appleby, 0.6540 ,576,881
1998,156,-,"Dave Stockton, Jr.", 0.6530 ,593,908
1998,157,-,Brian Kamm, 0.6530 ,636,974
1998,158,-,Steve Flesch, 0.6530 ,902,"1,382"
1998,159,-,J.L. Lewis, 0.6510 ,853,"1,310"
1998,160,-,Jim Estes, 0.6500 ,579,891
1998,161,-,Scott McCarron, 0.6500 ,753,"1,159"
1998,162,-,Billy Ray Brown, 0.6500 ,580,893
1998,163,-,Kevin Sutherland, 0.6490 ,905,"1,394"
1998,164,-,Brian Henninger, 0.6460 ,856,"1,326"
1998,165,-,David Frost, 0.6440 ,611,949
1998,166,-,Trevor Dodds, 0.6420 ,781,"1,216"
1998,167,-,Hugh Royer III, 0.6390 ,732,"1,145"
1998,168,-,Ronnie Black, 0.6390 ,696,"1,089"
1998,169,-,Craig Barlow, 0.6380 ,722,"1,131"
1998,170,-,Gary Hallberg, 0.6380 ,543,851
1998,171,-,Michael Bradley, 0.6360 ,623,979
1998,172,-,Mike Hulbert, 0.6360 ,789,"1,241"
1998,173,-,Mike Springer, 0.6330 ,927,"1,464"
1998,174,-,Barry Cheesman, 0.6310 ,818,"1,296"
1998,175,-,Chris Smith, 0.6280 ,806,"1,284"
1998,176,-,Andy Bean, 0.6270 ,419,668
1998,177,-,Guy Hill, 0.6210 ,615,991
1998,178,-,Fred Couples, 0.6200 ,555,895
1998,179,-,Kevin Wentworth, 0.6120 ,665,"1,087"
1998,180,-,"Jim Gallagher, Jr.", 0.6090 ,612,"1,005"
1998,181,-,John Adams, 0.6070 ,525,865
1998,182,-,Iain Steel, 0.6060 ,523,863
1998,183,-,R.W. Eaks, 0.6040 ,675,"1,117"
1998,184,-,Phil Blackmar, 0.6010 ,673,"1,120"
1998,185,-,Vance Veazey, 0.5840 ,546,935
1998,186,-,John Daly, 0.5680 ,595,"1,048"
1998,187,-,Tommy Tolles, 0.5330 ,603,"1,132"
1998,188,-,Chip Beck, 0.5240 ,452,863
1999,1,-,Jeff Maggert, 0.8140 ,838,"1,029"
1999,2,-,Fred Funk, 0.8090 ,"1,315","1,625"
1999,3,-,Corey Pavin, 0.7960 ,865,"1,087"
1999,4,-,Hal Sutton, 0.7890 ,902,"1,144"
1999,5,-,Scott Gump, 0.7880 ,"1,000","1,269"
1999,6,-,Olin Browne, 0.7870 ,881,"1,120"
1999,7,-,Joe Durant, 0.7860 ,869,"1,105"
1999,8,-,Jim Furyk, 0.7840 ,965,"1,231"
1999,9,-,Nick Price, 0.7780 ,585,752
1999,10,-,Billy Mayfair, 0.7770 ,859,"1,106"
1999,11,-,Loren Roberts, 0.7740 ,960,"1,240"
1999,12,-,Mike Reid, 0.7740 ,810,"1,047"
1999,13,-,Lee Janzen, 0.7730 ,833,"1,078"
1999,14,-,Larry Mize, 0.7720 ,753,976
1999,15,-,Mark Brooks, 0.7660 ,"1,121","1,463"
1999,16,-,Joe Ozaki, 0.7630 ,476,624
1999,17,-,Pete Jordan, 0.7600 ,955,"1,256"
1999,18,-,Glen Day, 0.7580 ,940,"1,241"
1999,19,-,Bob Estes, 0.7560 ,"1,054","1,394"
1999,20,-,Scott Dunlap, 0.7530 ,819,"1,088"
1999,21,-,Paul Goydos, 0.7520 ,998,"1,327"
1999,21,-,Frank Nobilo, 0.7520 ,807,"1,073"
1999,23,-,Bradley Hughes, 0.7520 ,963,"1,281"
1999,24,-,Tom Byrum, 0.7510 ,934,"1,243"
1999,25,-,Davis Love III, 0.7510 ,735,979
1999,26,-,David Duval, 0.7500 ,691,921
1999,26,-,Steve Elkington, 0.7500 ,673,897
1999,28,-,John Maginnes, 0.7500 ,950,"1,267"
1999,29,-,Scott Verplank, 0.7460 ,841,"1,127"
1999,30,-,Justin Leonard, 0.7460 ,"1,002","1,343"
1999,31,-,Brian Watts, 0.7440 ,788,"1,059"
1999,32,-,Jesper Parnevik, 0.7420 ,601,810
1999,33,-,Esteban Toledo, 0.7420 ,"1,107","1,493"
1999,34,-,Len Mattiace, 0.7410 ,918,"1,239"
1999,35,-,Rocco Mediate, 0.7400 ,794,"1,073"
1999,36,-,Lee Porter, 0.7380 ,904,"1,225"
1999,37,-,Kirk Triplett, 0.7380 ,886,"1,201"
1999,38,-,Jeff Sluman, 0.7370 ,"1,058","1,435"
1999,39,-,Frank Lickliter II, 0.7370 ,"1,068","1,449"
1999,40,-,Skip Kendall, 0.7370 ,"1,078","1,463"
1999,41,-,Tim Loustalot, 0.7350 ,677,921
1999,42,-,Sean Murphy, 0.7350 ,850,"1,157"
1999,43,-,Perry Moss, 0.7320 ,724,989
1999,43,-,Larry Rinker, 0.7320 ,899,"1,228"
1999,45,-,John Cook, 0.7310 ,831,"1,137"
1999,46,-,Blaine McCallister, 0.7300 ,958,"1,312"
1999,47,-,P.H. Horgan III, 0.7300 ,998,"1,367"
1999,48,-,Stephen Ames, 0.7290 ,560,768
1999,49,-,John Huston, 0.7260 ,690,950
1999,50,-,Steve Pate, 0.7260 ,893,"1,230"
1999,51,-,Fulton Allem, 0.7260 ,770,"1,061"
1999,52,-,Omar Uresti, 0.7250 ,"1,041","1,435"
1999,53,-,Duffy Waldorf, 0.7250 ,827,"1,141"
1999,54,-,Jay Don Blake, 0.7240 ,929,"1,284"
1999,55,-,Ernie Els, 0.7220 ,523,724
1999,56,-,Danny Briggs, 0.7220 ,765,"1,060"
1999,57,-,Geoffrey Sisk, 0.7210 ,795,"1,102"
1999,58,-,Clark Dennis, 0.7210 ,897,"1,244"
1999,59,-,Mike Weir, 0.7210 ,933,"1,295"
1999,60,-,Nolan Henke, 0.7190 ,831,"1,156"
1999,61,-,D.A. Weibring, 0.7160 ,529,739
1999,62,-,Ben Bates, 0.7150 ,986,"1,379"
1999,63,-,Kent Jones, 0.7140 ,668,935
1999,64,-,Bob Tway, 0.7140 ,877,"1,228"
1999,65,-,Tiger Woods, 0.7130 ,711,997
1999,66,-,Grant Waite, 0.7130 ,963,"1,351"
1999,67,-,Kenny Perry, 0.7130 ,816,"1,145"
1999,67,-,Mark Wiebe, 0.7130 ,754,"1,058"
1999,69,-,Dudley Hart, 0.7110 ,793,"1,115"
1999,69,-,Mike Sposa, 0.7110 ,884,"1,243"
1999,71,-,Mike Brisky, 0.7110 ,763,"1,073"
1999,72,-,Payne Stewart, 0.7110 ,592,833
1999,73,-,Jeff Brehaut, 0.7100 ,762,"1,073"
1999,74,-,Mark Calcavecchia, 0.7090 ,900,"1,270"
1999,75,-,Scott Hoch, 0.7070 ,976,"1,380"
1999,76,-,Robert Allenby, 0.7060 ,828,"1,173"
1999,77,-,Bill Glasson, 0.7060 ,750,"1,063"
1999,78,-,Emlyn Aubrey, 0.7060 ,503,713
1999,79,-,Lee Rinker, 0.7050 ,895,"1,269"
1999,80,-,Chris Perry, 0.7050 ,"1,183","1,678"
1999,81,-,Bob Friend, 0.7040 ,"1,120","1,591"
1999,82,-,David Sutherland, 0.7040 ,885,"1,258"
1999,83,-,Jim Carter, 0.7030 ,940,"1,337"
1999,84,-,Tim Herron, 0.7030 ,862,"1,227"
1999,84,-,Clarence Rose, 0.7030 ,470,669
1999,86,-,Rich Beem, 0.7010 ,606,865
1999,87,-,Dicky Pride, 0.6990 ,818,"1,170"
1999,88,-,Greg Kraft, 0.6990 ,928,"1,328"
1999,89,-,Tom Lehman, 0.6990 ,739,"1,058"
1999,90,-,Scott Simpson, 0.6970 ,558,801
1999,91,-,Franklin Langham, 0.6960 ,963,"1,384"
1999,92,-,Tom Kite, 0.6950 ,564,811
1999,93,-,Jay Williamson, 0.6950 ,796,"1,145"
1999,94,-,Doug Martin, 0.6950 ,930,"1,338"
1999,95,-,Russ Cochran, 0.6930 ,804,"1,160"
1999,96,-,Bob Burns, 0.6920 ,860,"1,243"
1999,97,-,Woody Austin, 0.6920 ,937,"1,355"
1999,98,-,Tom Pernice Jr., 0.6910 ,856,"1,239"
1999,99,-,Briny Baird, 0.6910 ,752,"1,089"
1999,99,-,Craig Parry, 0.6910 ,580,840
1999,101,-,Brian Henninger, 0.6900 ,924,"1,339"
1999,102,-,Ty Armstrong, 0.6890 ,741,"1,075"
1999,103,-,Peter Jacobsen, 0.6870 ,700,"1,019"
1999,104,-,Joey Sindelar, 0.6860 ,687,"1,001"
1999,105,-,Chris Riley, 0.6860 ,806,"1,175"
1999,106,-,Jay Haas, 0.6860 ,725,"1,057"
1999,107,-,Phil Mickelson, 0.6860 ,711,"1,037"
1999,108,-,Brian Gay, 0.6850 ,660,963
1999,109,-,Steve Flesch, 0.6850 ,935,"1,366"
1999,110,-,Kevin Sutherland, 0.6840 ,916,"1,339"
1999,111,-,Stewart Cink, 0.6840 ,840,"1,228"
1999,112,-,Vijay Singh, 0.6830 ,928,"1,359"
1999,113,-,Lanny Wadkins, 0.6830 ,544,797
1999,114,-,Gabriel Hjertstedt, 0.6820 ,895,"1,312"
1999,115,-,Steve Lowery, 0.6820 ,942,"1,381"
1999,116,-,Paul Azinger, 0.6800 ,694,"1,020"
1999,117,-,Andrew Magee, 0.6800 ,759,"1,116"
1999,118,-,J.P. Hayes, 0.6790 ,853,"1,257"
1999,119,-,Robert Gamez, 0.6780 ,555,819
1999,120,-,Robert Damron, 0.6770 ,"1,029","1,521"
1999,121,-,Ted Tryba, 0.6760 ,"1,001","1,480"
1999,122,-,J.L. Lewis, 0.6760 ,895,"1,324"
1999,123,-,Rick Fehr, 0.6740 ,667,989
1999,124,-,Tommy Armour III, 0.6740 ,826,"1,226"
1999,125,-,Brandel Chamblee, 0.6740 ,716,"1,063"
1999,126,-,David Ogrin, 0.6730 ,534,793
1999,127,-,Brent Geiberger, 0.6730 ,970,"1,441"
1999,128,-,Brad Fabel, 0.6730 ,825,"1,226"
1999,129,-,Doug Barron, 0.6730 ,835,"1,241"
1999,129,-,Tom Scherrer, 0.6730 ,874,"1,299"
1999,131,-,Jonathan Kaye, 0.6710 ,"1,012","1,508"
1999,131,-,Charles Raulerson, 0.6710 ,955,"1,423"
1999,133,-,Mark O'Meara, 0.6690 ,516,771
1999,134,-,David Toms, 0.6690 ,961,"1,437"
1999,135,-,Ted Purdy, 0.6670 ,596,893
1999,136,-,Charles Warren, 0.6670 ,641,961
1999,137,-,Notah Begay III, 0.6670 ,905,"1,357"
1999,138,-,Jay Delsing, 0.6670 ,706,"1,059"
1999,139,-,"Dave Stockton, Jr.", 0.6660 ,826,"1,241"
1999,140,-,Joe Ogilvie, 0.6630 ,852,"1,286"
1999,141,-,Fuzzy Zoeller, 0.6620 ,499,754
1999,142,-,Tom Purtzer, 0.6600 ,477,723
1999,143,-,Greg Chalmers, 0.6580 ,972,"1,477"
1999,143,-,Craig Stadler, 0.6580 ,460,699
1999,145,-,Dan Forsman, 0.6560 ,841,"1,283"
1999,146,-,Craig Barlow, 0.6550 ,778,"1,187"
1999,147,-,Steve Jurgensen, 0.6550 ,502,767
1999,148,-,Jimmy Green, 0.6540 ,683,"1,045"
1999,149,-,Harrison Frazar, 0.6530 ,874,"1,338"
1999,150,-,Doug Dunakey, 0.6530 ,793,"1,215"
1999,151,-,Robin Freeman, 0.6520 ,717,"1,099"
1999,152,-,Trevor Dodds, 0.6520 ,886,"1,360"
1999,153,-,Phil Tataurangi, 0.6510 ,646,992
1999,154,-,Steve Jones, 0.6510 ,503,773
1999,155,-,Jerry Kelly, 0.6490 ,976,"1,505"
1999,156,-,Stuart Appleby, 0.6480 ,780,"1,203"
1999,157,-,Willie Wood, 0.6470 ,648,"1,002"
1999,158,-,Billy Andrade, 0.6450 ,759,"1,177"
1999,159,-,Cameron Beckman, 0.6430 ,727,"1,131"
1999,160,-,Dennis Paulson, 0.6430 ,850,"1,323"
1999,161,-,Brett Quigley, 0.6420 ,536,835
1999,162,-,David Frost, 0.6420 ,671,"1,046"
1999,163,-,Chris DiMarco, 0.6400 ,884,"1,382"
1999,164,-,Jeff Gallagher, 0.6390 ,819,"1,282"
1999,165,-,Neal Lancaster, 0.6360 ,815,"1,282"
1999,166,-,Steve Stricker, 0.6350 ,573,902
1999,167,-,Eric Booker, 0.6350 ,797,"1,256"
1999,168,-,Ronnie Black, 0.6330 ,493,779
1999,169,-,Brad Faxon, 0.6310 ,556,881
1999,170,-,Carlos Franco, 0.6290 ,568,903
1999,171,-,Bo Van Pelt, 0.6230 ,634,"1,017"
1999,172,-,Michael Bradley, 0.6220 ,644,"1,035"
1999,173,-,Chris Couch, 0.6210 ,623,"1,003"
1999,174,-,Chris Smith, 0.6200 ,674,"1,087"
1999,175,-,Alan Bratton, 0.6160 ,618,"1,003"
1999,176,-,Fred Couples, 0.6150 ,483,786
1999,176,-,Rory Sabbatini, 0.6150 ,668,"1,087"
1999,178,-,Katsumasa Miyamoto, 0.6140 ,514,837
1999,179,-,Paul Stankowski, 0.6050 ,650,"1,074"
1999,180,-,"Jim Gallagher, Jr.", 0.6040 ,692,"1,145"
1999,181,-,Barry Cheesman, 0.6040 ,817,"1,353"
1999,182,-,John Elliott, 0.6000 ,660,"1,101"
1999,183,-,Phil Blackmar, 0.5980 ,741,"1,240"
1999,184,-,Scott McCarron, 0.5970 ,734,"1,229"
1999,185,-,Mike Springer, 0.5930 ,720,"1,214"
1999,186,-,Deane Pappas, 0.5910 ,674,"1,141"
1999,187,-,Tommy Tolles, 0.5850 ,629,"1,076"
1999,188,-,David Seawell, 0.5800 ,412,711
1999,189,-,Chip Beck, 0.5680 ,587,"1,033"
1999,189,-,Mike Hulbert, 0.5680 ,800,"1,408"
1999,191,-,Kevin Wentworth, 0.5670 ,562,992
1999,192,-,John Daly, 0.5550 ,488,880
2000,1,-,Fred Funk, 0.7980 ,"1,189","1,491"
2000,2,-,Joe Durant, 0.7960 ,"1,040","1,307"
2000,3,-,Scott Verplank, 0.7880 ,"1,146","1,455"
2000,4,-,Loren Roberts, 0.7880 ,904,"1,148"
2000,5,-,Larry Mize, 0.7800 ,750,962
2000,6,-,Olin Browne, 0.7730 ,"1,068","1,382"
2000,7,-,Scott Gump, 0.7720 ,"1,130","1,463"
2000,8,-,Glen Hnatiuk, 0.7670 ,963,"1,256"
2000,9,-,Pete Jordan, 0.7640 ,"1,086","1,421"
2000,10,-,Nick Faldo, 0.7640 ,478,626
2000,11,-,Tom Byrum, 0.7630 ,948,"1,242"
2000,12,-,Craig Parry, 0.7560 ,685,906
2000,13,-,John Maginnes, 0.7530 ,"1,038","1,378"
2000,14,-,Jim Furyk, 0.7520 ,960,"1,277"
2000,15,-,Mike Reid, 0.7520 ,756,"1,006"
2000,16,-,Jeff Maggert, 0.7510 ,819,"1,091"
2000,17,-,Brian Gay, 0.7500 ,"1,032","1,377"
2000,18,-,Bart Bryant, 0.7480 ,761,"1,017"
2000,19,-,Jerry Smith, 0.7440 ,"1,047","1,408"
2000,20,-,Blaine McCallister, 0.7430 ,"1,076","1,449"
2000,20,-,Rocco Mediate, 0.7430 ,750,"1,010"
2000,22,-,Billy Mayfair, 0.7430 ,911,"1,227"
2000,23,-,Frank Lickliter II, 0.7410 ,"1,082","1,460"
2000,24,-,Chris Perry, 0.7390 ,"1,060","1,434"
2000,25,-,Esteban Toledo, 0.7370 ,"1,140","1,546"
2000,26,-,Sergio Garcia, 0.7360 ,494,671
2000,27,-,Fulton Allem, 0.7360 ,768,"1,044"
2000,28,-,P.H. Horgan III, 0.7350 ,665,905
2000,29,-,John Cook, 0.7340 ,900,"1,226"
2000,30,-,Hal Sutton, 0.7340 ,895,"1,220"
2000,31,-,Scott Dunlap, 0.7330 ,"1,063","1,451"
2000,32,-,Bob Friend, 0.7300 ,934,"1,279"
2000,33,-,Paul Goydos, 0.7290 ,987,"1,354"
2000,34,-,Corey Pavin, 0.7260 ,726,"1,000"
2000,35,-,Kirk Triplett, 0.7250 ,942,"1,300"
2000,36,-,Craig Bowden, 0.7240 ,545,753
2000,37,-,Nick Price, 0.7230 ,607,840
2000,38,-,Glen Day, 0.7220 ,930,"1,288"
2000,39,-,Steve Lowery, 0.7210 ,"1,046","1,451"
2000,40,-,David Duval, 0.7210 ,637,884
2000,41,-,Frank Nobilo, 0.7200 ,955,"1,326"
2000,42,-,Joel Edwards, 0.7190 ,993,"1,382"
2000,43,-,Jay Williamson, 0.7180 ,"1,020","1,420"
2000,44,-,Robert Gamez, 0.7180 ,760,"1,059"
2000,45,-,Mike Brisky, 0.7160 ,855,"1,194"
2000,45,-,Justin Leonard, 0.7160 ,888,"1,240"
2000,47,-,Scott Hoch, 0.7160 ,"1,037","1,449"
2000,47,-,Skip Kendall, 0.7160 ,"1,115","1,558"
2000,49,-,Mark Brooks, 0.7150 ,857,"1,199"
2000,50,-,Jonathan Kaye, 0.7150 ,"1,119","1,566"
2000,51,-,Ernie Els, 0.7140 ,643,900
2000,52,-,Tom Lehman, 0.7140 ,649,909
2000,53,-,Mark Wiebe, 0.7130 ,911,"1,278"
2000,54,-,Tiger Woods, 0.7120 ,720,"1,011"
2000,55,-,Mark Calcavecchia, 0.7110 ,873,"1,228"
2000,56,-,David Toms, 0.7110 ,"1,043","1,468"
2000,57,-,Keith Nolan, 0.7100 ,563,793
2000,58,-,Brent Geiberger, 0.7090 ,747,"1,053"
2000,59,-,Jay Don Blake, 0.7090 ,922,"1,300"
2000,60,-,Harrison Frazar, 0.7090 ,692,976
2000,61,-,Dudley Hart, 0.7090 ,701,989
2000,62,-,Paul Curry, 0.7070 ,628,888
2000,63,-,Jimmy Green, 0.7070 ,819,"1,159"
2000,64,-,Lee Janzen, 0.7060 ,876,"1,241"
2000,65,-,Robert Allenby, 0.7050 ,887,"1,259"
2000,66,-,Jesper Parnevik, 0.7040 ,633,899
2000,67,-,Steve Hart, 0.7040 ,686,975
2000,68,-,Steve Pate, 0.7030 ,861,"1,225"
2000,69,-,Brandel Chamblee, 0.7030 ,685,975
2000,70,-,Len Mattiace, 0.7010 ,"1,047","1,493"
2000,71,-,Steve Elkington, 0.7010 ,532,759
2000,72,-,Omar Uresti, 0.7010 ,916,"1,307"
2000,73,-,Peter Jacobsen, 0.7010 ,632,902
2000,74,-,Bob Estes, 0.7010 ,578,825
2000,75,-,Greg Kraft, 0.7000 ,"1,032","1,474"
2000,76,-,Notah Begay III, 0.7000 ,727,"1,039"
2000,77,-,Woody Austin, 0.6990 ,981,"1,404"
2000,78,-,Carl Paulson, 0.6980 ,"1,002","1,435"
2000,79,-,Brad Faxon, 0.6980 ,937,"1,343"
2000,80,-,Bradley Hughes, 0.6980 ,876,"1,256"
2000,81,-,Joe Ozaki, 0.6970 ,497,713
2000,82,-,Jay Haas, 0.6970 ,744,"1,068"
2000,83,-,Brian Henninger, 0.6960 ,869,"1,248"
2000,84,-,Mike Weir, 0.6960 ,898,"1,290"
2000,85,-,Sean Murphy, 0.6960 ,969,"1,393"
2000,86,-,Edward Fryatt, 0.6950 ,943,"1,356"
2000,87,-,David Sutherland, 0.6950 ,"1,010","1,454"
2000,88,-,Bill Glasson, 0.6940 ,899,"1,295"
2000,89,-,K.J. Choi, 0.6940 ,860,"1,239"
2000,90,-,Brad Elder, 0.6930 ,"1,061","1,532"
2000,91,-,David Peoples, 0.6930 ,955,"1,379"
2000,92,-,Greg Chalmers, 0.6920 ,891,"1,287"
2000,93,-,Stephen Ames, 0.6920 ,917,"1,325"
2000,94,-,Steve Flesch, 0.6920 ,"1,132","1,636"
2000,95,-,Franklin Langham, 0.6900 ,875,"1,268"
2000,96,-,Kenny Perry, 0.6890 ,726,"1,054"
2000,97,-,Jeff Sluman, 0.6890 ,"1,030","1,496"
2000,98,-,Jerry Kelly, 0.6880 ,"1,062","1,544"
2000,99,-,Chris Riley, 0.6870 ,899,"1,309"
2000,100,-,Michael Clark II, 0.6870 ,767,"1,117"
2000,101,-,Brad Fabel, 0.6860 ,838,"1,222"
2000,102,-,Jeff Gove, 0.6850 ,783,"1,143"
2000,103,-,Grant Waite, 0.6840 ,808,"1,181"
2000,104,-,John Huston, 0.6840 ,743,"1,087"
2000,105,-,Bob May, 0.6830 ,829,"1,213"
2000,106,-,Chris DiMarco, 0.6830 ,"1,066","1,562"
2000,107,-,Gabriel Hjertstedt, 0.6820 ,793,"1,162"
2000,108,-,Tom Scherrer, 0.6820 ,943,"1,382"
2000,109,-,Dicky Pride, 0.6800 ,892,"1,311"
2000,110,-,Robert Damron, 0.6800 ,861,"1,266"
2000,111,-,Jason Buha, 0.6800 ,777,"1,143"
2000,112,-,Vijay Singh, 0.6790 ,839,"1,235"
2000,113,-,Rich Beem, 0.6780 ,769,"1,134"
2000,114,-,Mathew Goggin, 0.6760 ,837,"1,238"
2000,115,-,Dan Forsman, 0.6750 ,826,"1,223"
2000,116,-,Tommy Armour III, 0.6750 ,836,"1,238"
2000,117,-,J.P. Hayes, 0.6750 ,837,"1,240"
2000,118,-,Brian Watts, 0.6740 ,824,"1,223"
2000,119,-,Jim Carter, 0.6720 ,863,"1,284"
2000,120,-,Kevin Sutherland, 0.6720 ,883,"1,314"
2000,121,-,"Dave Stockton, Jr.", 0.6720 ,813,"1,210"
2000,122,-,Doug Barron, 0.6710 ,765,"1,140"
2000,123,-,Tom Purtzer, 0.6710 ,523,780
2000,124,-,Tom Pernice Jr., 0.6700 ,899,"1,342"
2000,125,-,Bob Burns, 0.6690 ,829,"1,239"
2000,126,-,Shaun Micheel, 0.6690 ,848,"1,268"
2000,127,-,Phil Mickelson, 0.6690 ,710,"1,062"
2000,128,-,Ben Bates, 0.6680 ,966,"1,446"
2000,129,-,Joe Ogilvie, 0.6680 ,846,"1,267"
2000,130,-,Steve Jones, 0.6670 ,624,935
2000,131,-,Steve Gotsche, 0.6660 ,827,"1,241"
2000,132,-,David Morland IV, 0.6660 ,797,"1,197"
2000,133,-,Joey Sindelar, 0.6650 ,776,"1,167"
2000,134,-,Nolan Henke, 0.6650 ,732,"1,101"
